core,task,job,duration
6,Task-3_copy-2,"Task-3_copy-2, Job_9","{1800, 1829}"
7,Task-5,"Task-5, Job_0","{0, 13}"
7,Task-9,"Task-9, Job_0","{13, 14}"
7,Task-10,"Task-10, Job_0","{14, 18}"
7,Task-4,"Task-4, Job_0","{18, 27}"
7,Task-5,"Task-5, Job_1","{100, 113}"
7,Task-9,"Task-9, Job_1","{113, 114}"
7,Task-5,"Task-5, Job_2","{200, 213}"
7,Task-9,"Task-9, Job_2","{213, 214}"
7,Task-5,"Task-5, Job_3","{300, 313}"
7,Task-9,"Task-9, Job_3","{313, 314}"
7,Task-5,"Task-5, Job_4","{400, 413}"
7,Task-9,"Task-9, Job_4","{413, 414}"
7,Task-10,"Task-10, Job_1","{414, 418}"
7,Task-5,"Task-5, Job_5","{500, 513}"
7,Task-9,"Task-9, Job_5","{513, 514}"
7,Task-4,"Task-4, Job_1","{514, 523}"
7,Task-5,"Task-5, Job_6","{600, 613}"
7,Task-9,"Task-9, Job_6","{613, 614}"
7,Task-5,"Task-5, Job_7","{700, 713}"
7,Task-9,"Task-9, Job_7","{713, 714}"
7,Task-5,"Task-5, Job_8","{800, 813}"
7,Task-9,"Task-9, Job_8","{813, 814}"
7,Task-10,"Task-10, Job_2","{814, 818}"
7,Task-5,"Task-5, Job_9","{900, 913}"
7,Task-9,"Task-9, Job_9","{913, 914}"
7,Task-5,"Task-5, Job_10","{1000, 1013}"
7,Task-9,"Task-9, Job_10","{1013, 1014}"
7,Task-4,"Task-4, Job_2","{1014, 1023}"
7,Task-5,"Task-5, Job_11","{1100, 1113}"
7,Task-9,"Task-9, Job_11","{1113, 1114}"
7,Task-5,"Task-5, Job_12","{1200, 1213}"
7,Task-9,"Task-9, Job_12","{1213, 1214}"
7,Task-10,"Task-10, Job_3","{1214, 1218}"
7,Task-5,"Task-5, Job_13","{1300, 1313}"
7,Task-9,"Task-9, Job_13","{1313, 1314}"
7,Task-5,"Task-5, Job_14","{1400, 1413}"
7,Task-9,"Task-9, Job_14","{1413, 1414}"
7,Task-5,"Task-5, Job_15","{1500, 1513}"
7,Task-9,"Task-9, Job_15","{1513, 1514}"
7,Task-4,"Task-4, Job_3","{1514, 1523}"
7,Task-5,"Task-5, Job_16","{1600, 1613}"
7,Task-9,"Task-9, Job_16","{1613, 1614}"
7,Task-10,"Task-10, Job_4","{1614, 1618}"
7,Task-5,"Task-5, Job_17","{1700, 1713}"
7,Task-9,"Task-9, Job_17","{1713, 1714}"
7,Task-5,"Task-5, Job_18","{1800, 1813}"
7,Task-9,"Task-9, Job_18","{1813, 1814}"
7,Task-5,"Task-5, Job_19","{1900, 1913}"
7,Task-9,"Task-9, Job_19","{1913, 1914}"
8,Task-5_copy-1,"Task-5_copy-1, Job_0","{0, 13}"
8,Task-10_copy-2,"Task-10_copy-2, Job_0","{13, 17}"
8,Task-24,"Task-24, Job_0","{17, 39}"
8,Task-5_copy-1,"Task-5_copy-1, Job_1","{100, 113}"
8,Task-5_copy-1,"Task-5_copy-1, Job_2","{200, 213}"
8,Task-5_copy-1,"Task-5_copy-1, Job_3","{300, 313}"
8,Task-5_copy-1,"Task-5_copy-1, Job_4","{400, 413}"
8,Task-10_copy-2,"Task-10_copy-2, Job_1","{413, 417}"
8,Task-24,"Task-24, Job_1","{417, 439}"
8,Task-5_copy-1,"Task-5_copy-1, Job_5","{500, 513}"
8,Task-5_copy-1,"Task-5_copy-1, Job_6","{600, 613}"
8,Task-5_copy-1,"Task-5_copy-1, Job_7","{700, 713}"
8,Task-5_copy-1,"Task-5_copy-1, Job_8","{800, 813}"
8,Task-10_copy-2,"Task-10_copy-2, Job_2","{813, 817}"
8,Task-24,"Task-24, Job_2","{817, 839}"
8,Task-5_copy-1,"Task-5_copy-1, Job_9","{900, 913}"
8,Task-5_copy-1,"Task-5_copy-1, Job_10","{1000, 1013}"
8,Task-5_copy-1,"Task-5_copy-1, Job_11","{1100, 1113}"
8,Task-5_copy-1,"Task-5_copy-1, Job_12","{1200, 1213}"
8,Task-10_copy-2,"Task-10_copy-2, Job_3","{1213, 1217}"
8,Task-24,"Task-24, Job_3","{1217, 1239}"
8,Task-5_copy-1,"Task-5_copy-1, Job_13","{1300, 1313}"
8,Task-5_copy-1,"Task-5_copy-1, Job_14","{1400, 1413}"
8,Task-5_copy-1,"Task-5_copy-1, Job_15","{1500, 1513}"
8,Task-5_copy-1,"Task-5_copy-1, Job_16","{1600, 1613}"
8,Task-10_copy-2,"Task-10_copy-2, Job_4","{1613, 1617}"
8,Task-24,"Task-24, Job_4","{1617, 1639}"
8,Task-5_copy-1,"Task-5_copy-1, Job_17","{1700, 1713}"
8,Task-5_copy-1,"Task-5_copy-1, Job_18","{1800, 1813}"
8,Task-5_copy-1,"Task-5_copy-1, Job_19","{1900, 1913}"
9,Task-5_copy-2,"Task-5_copy-2, Job_0","{0, 13}"
9,Task-9_copy-1,"Task-9_copy-1, Job_0","{13, 14}"
9,Task-16,"Task-16, Job_0","{14, 42}"
9,Task-5_copy-2,"Task-5_copy-2, Job_1","{100, 113}"
9,Task-9_copy-1,"Task-9_copy-1, Job_1","{113, 114}"
9,Task-5_copy-2,"Task-5_copy-2, Job_2","{200, 213}"
9,Task-9_copy-1,"Task-9_copy-1, Job_2","{213, 214}"
9,Task-5_copy-2,"Task-5_copy-2, Job_3","{300, 313}"
9,Task-9_copy-1,"Task-9_copy-1, Job_3","{313, 314}"
9,Task-5_copy-2,"Task-5_copy-2, Job_4","{400, 413}"
9,Task-9_copy-1,"Task-9_copy-1, Job_4","{413, 414}"
9,Task-16,"Task-16, Job_1","{414, 442}"
9,Task-5_copy-2,"Task-5_copy-2, Job_5","{500, 513}"
9,Task-9_copy-1,"Task-9_copy-1, Job_5","{513, 514}"
9,Task-5_copy-2,"Task-5_copy-2, Job_6","{600, 613}"
9,Task-9_copy-1,"Task-9_copy-1, Job_6","{613, 614}"
9,Task-5_copy-2,"Task-5_copy-2, Job_7","{700, 713}"
9,Task-9_copy-1,"Task-9_copy-1, Job_7","{713, 714}"
9,Task-5_copy-2,"Task-5_copy-2, Job_8","{800, 813}"
9,Task-9_copy-1,"Task-9_copy-1, Job_8","{813, 814}"
9,Task-16,"Task-16, Job_2","{814, 842}"
9,Task-5_copy-2,"Task-5_copy-2, Job_9","{900, 913}"
9,Task-9_copy-1,"Task-9_copy-1, Job_9","{913, 914}"
9,Task-5_copy-2,"Task-5_copy-2, Job_10","{1000, 1013}"
9,Task-9_copy-1,"Task-9_copy-1, Job_10","{1013, 1014}"
9,Task-5_copy-2,"Task-5_copy-2, Job_11","{1100, 1113}"
9,Task-9_copy-1,"Task-9_copy-1, Job_11","{1113, 1114}"
9,Task-5_copy-2,"Task-5_copy-2, Job_12","{1200, 1213}"
9,Task-9_copy-1,"Task-9_copy-1, Job_12","{1213, 1214}"
9,Task-16,"Task-16, Job_3","{1214, 1242}"
9,Task-5_copy-2,"Task-5_copy-2, Job_13","{1300, 1313}"
9,Task-9_copy-1,"Task-9_copy-1, Job_13","{1313, 1314}"
9,Task-5_copy-2,"Task-5_copy-2, Job_14","{1400, 1413}"
9,Task-9_copy-1,"Task-9_copy-1, Job_14","{1413, 1414}"
9,Task-5_copy-2,"Task-5_copy-2, Job_15","{1500, 1513}"
9,Task-9_copy-1,"Task-9_copy-1, Job_15","{1513, 1514}"
9,Task-5_copy-2,"Task-5_copy-2, Job_16","{1600, 1613}"
9,Task-9_copy-1,"Task-9_copy-1, Job_16","{1613, 1614}"
9,Task-16,"Task-16, Job_4","{1614, 1642}"
9,Task-5_copy-2,"Task-5_copy-2, Job_17","{1700, 1713}"
9,Task-9_copy-1,"Task-9_copy-1, Job_17","{1713, 1714}"
9,Task-5_copy-2,"Task-5_copy-2, Job_18","{1800, 1813}"
9,Task-9_copy-1,"Task-9_copy-1, Job_18","{1813, 1814}"
9,Task-5_copy-2,"Task-5_copy-2, Job_19","{1900, 1913}"
9,Task-9_copy-1,"Task-9_copy-1, Job_19","{1913, 1914}"
10,Task-9_copy-2,"Task-9_copy-2, Job_0","{0, 1}"
10,Task-11_copy-1,"Task-11_copy-1, Job_0","{1, 15}"
10,Task-8,"Task-8, Job_0","{15, 78}"
10,Task-9_copy-2,"Task-9_copy-2, Job_1","{100, 101}"
10,Task-9_copy-2,"Task-9_copy-2, Job_2","{200, 201}"
10,Task-9_copy-2,"Task-9_copy-2, Job_3","{300, 301}"
10,Task-9_copy-2,"Task-9_copy-2, Job_4","{400, 401}"
10,Task-11_copy-1,"Task-11_copy-1, Job_1","{401, 415}"
10,Task-9_copy-2,"Task-9_copy-2, Job_5","{500, 501}"
10,Task-8,"Task-8, Job_1","{501, 564}"
10,Task-9_copy-2,"Task-9_copy-2, Job_6","{600, 601}"
10,Task-9_copy-2,"Task-9_copy-2, Job_7","{700, 701}"
10,Task-9_copy-2,"Task-9_copy-2, Job_8","{800, 801}"
10,Task-11_copy-1,"Task-11_copy-1, Job_2","{801, 815}"
10,Task-9_copy-2,"Task-9_copy-2, Job_9","{900, 901}"
10,Task-9_copy-2,"Task-9_copy-2, Job_10","{1000, 1001}"
10,Task-8,"Task-8, Job_2","{1001, 1064}"
10,Task-9_copy-2,"Task-9_copy-2, Job_11","{1100, 1101}"
10,Task-9_copy-2,"Task-9_copy-2, Job_12","{1200, 1201}"
10,Task-11_copy-1,"Task-11_copy-1, Job_3","{1201, 1215}"
10,Task-9_copy-2,"Task-9_copy-2, Job_13","{1300, 1301}"
10,Task-9_copy-2,"Task-9_copy-2, Job_14","{1400, 1401}"
10,Task-9_copy-2,"Task-9_copy-2, Job_15","{1500, 1501}"
10,Task-8,"Task-8, Job_3","{1501, 1564}"
10,Task-9_copy-2,"Task-9_copy-2, Job_16","{1600, 1601}"
10,Task-11_copy-1,"Task-11_copy-1, Job_4","{1601, 1615}"
10,Task-9_copy-2,"Task-9_copy-2, Job_17","{1700, 1701}"
10,Task-9_copy-2,"Task-9_copy-2, Job_18","{1800, 1801}"
10,Task-9_copy-2,"Task-9_copy-2, Job_19","{1900, 1901}"
11,Task-11,"Task-11, Job_0","{0, 14}"
11,Task-8_copy-1,"Task-8_copy-1, Job_0","{14, 77}"
11,Task-1,"Task-1, Job_0","{77, 79}"
11,Task-11,"Task-11, Job_1","{400, 414}"
11,Task-8_copy-1,"Task-8_copy-1, Job_1","{500, 563}"
11,Task-11,"Task-11, Job_2","{800, 814}"
11,Task-8_copy-1,"Task-8_copy-1, Job_2","{1000, 1063}"
11,Task-1,"Task-1, Job_1","{1063, 1065}"
11,Task-11,"Task-11, Job_3","{1200, 1214}"
11,Task-8_copy-1,"Task-8_copy-1, Job_3","{1500, 1563}"
11,Task-11,"Task-11, Job_4","{1600, 1614}"
12,Task-8_copy-2,"Task-8_copy-2, Job_0","{0, 63}"
12,Task-22,"Task-22, Job_0","{63, 109}"
12,Task-8_copy-2,"Task-8_copy-2, Job_1","{500, 563}"
12,Task-22,"Task-22, Job_1","{563, 609}"
12,Task-8_copy-2,"Task-8_copy-2, Job_2","{1000, 1063}"
12,Task-22,"Task-22, Job_2","{1063, 1109}"
12,Task-8_copy-2,"Task-8_copy-2, Job_3","{1500, 1563}"
12,Task-22,"Task-22, Job_3","{1563, 1609}"
13,Task-0_copy-2,"Task-0_copy-2, Job_0","{0, 8}"
13,Task-6_copy-2,"Task-6_copy-2, Job_0","{8, 11}"
13,Task-23,"Task-23, Job_0","{11, 262}"
13,Task-14,"Task-14, Job_0","{262, 383}"
13,Task-0_copy-2,"Task-0_copy-2, Job_1","{500, 508}"
13,Task-6_copy-2,"Task-6_copy-2, Job_1","{508, 511}"
13,Task-0_copy-2,"Task-0_copy-2, Job_2","{1000, 1008}"
13,Task-6_copy-2,"Task-6_copy-2, Job_2","{1008, 1011}"
13,Task-23,"Task-23, Job_1","{1011, 1262}"
13,Task-14,"Task-14, Job_1","{1262, 1383}"
13,Task-0_copy-2,"Task-0_copy-2, Job_3","{1500, 1508}"
13,Task-6_copy-2,"Task-6_copy-2, Job_3","{1508, 1511}"
14,Task-11_copy-2,"Task-11_copy-2, Job_0","{0, 14}"
14,Task-19,"Task-19, Job_0","{14, 97}"
14,Task-20,"Task-20, Job_0","{97, 163}"
14,Task-11_copy-2,"Task-11_copy-2, Job_1","{400, 414}"
14,Task-19,"Task-19, Job_1","{414, 497}"
14,Task-20,"Task-20, Job_1","{500, 566}"
14,Task-11_copy-2,"Task-11_copy-2, Job_2","{800, 814}"
14,Task-19,"Task-19, Job_2","{814, 897}"
14,Task-20,"Task-20, Job_2","{1000, 1066}"
14,Task-11_copy-2,"Task-11_copy-2, Job_3","{1200, 1214}"
14,Task-19,"Task-19, Job_3","{1214, 1297}"
14,Task-20,"Task-20, Job_3","{1500, 1566}"
14,Task-11_copy-2,"Task-11_copy-2, Job_4","{1600, 1614}"
14,Task-19,"Task-19, Job_4","{1614, 1697}"
15,Task-21,"Task-21, Job_0","{0, 3}"
15,Task-6_copy-1,"Task-6_copy-1, Job_0","{3, 6}"
15,Task-18,"Task-18, Job_0","{6, 100}"
15,Task-21,"Task-21, Job_1","{100, 103}"
15,Task-18,"Task-18, Job_0","{103, 107}"
15,Task-7_copy-2,"Task-7_copy-2, Job_0","{107, 193}"
15,Task-21,"Task-21, Job_2","{200, 203}"
15,Task-21,"Task-21, Job_3","{300, 303}"
15,Task-21,"Task-21, Job_4","{400, 403}"
15,Task-21,"Task-21, Job_5","{500, 503}"
15,Task-6_copy-1,"Task-6_copy-1, Job_1","{503, 506}"
15,Task-18,"Task-18, Job_1","{506, 600}"
15,Task-21,"Task-21, Job_6","{600, 603}"
15,Task-18,"Task-18, Job_1","{603, 607}"
15,Task-21,"Task-21, Job_7","{700, 703}"
15,Task-21,"Task-21, Job_8","{800, 803}"
15,Task-21,"Task-21, Job_9","{900, 903}"
15,Task-21,"Task-21, Job_10","{1000, 1003}"
15,Task-6_copy-1,"Task-6_copy-1, Job_2","{1003, 1006}"
15,Task-18,"Task-18, Job_2","{1006, 1100}"
15,Task-21,"Task-21, Job_11","{1100, 1103}"
15,Task-18,"Task-18, Job_2","{1103, 1107}"
15,Task-7_copy-2,"Task-7_copy-2, Job_1","{1107, 1193}"
15,Task-21,"Task-21, Job_12","{1200, 1203}"
15,Task-21,"Task-21, Job_13","{1300, 1303}"
15,Task-21,"Task-21, Job_14","{1400, 1403}"
15,Task-21,"Task-21, Job_15","{1500, 1503}"
15,Task-6_copy-1,"Task-6_copy-1, Job_3","{1503, 1506}"
15,Task-18,"Task-18, Job_3","{1506, 1600}"
15,Task-21,"Task-21, Job_16","{1600, 1603}"
15,Task-18,"Task-18, Job_3","{1603, 1607}"
15,Task-21,"Task-21, Job_17","{1700, 1703}"
15,Task-21,"Task-21, Job_18","{1800, 1803}"
15,Task-21,"Task-21, Job_19","{1900, 1903}"
16,Task-10_copy-1,"Task-10_copy-1, Job_0","{0, 4}"
16,Task-4_copy-1,"Task-4_copy-1, Job_0","{4, 13}"
16,Task-7,"Task-7, Job_0","{13, 99}"
16,Task-7_copy-1,"Task-7_copy-1, Job_0","{99, 185}"
16,Task-10_copy-1,"Task-10_copy-1, Job_1","{400, 404}"
16,Task-4_copy-1,"Task-4_copy-1, Job_1","{500, 509}"
16,Task-10_copy-1,"Task-10_copy-1, Job_2","{800, 804}"
16,Task-4_copy-1,"Task-4_copy-1, Job_2","{1000, 1009}"
16,Task-7,"Task-7, Job_1","{1009, 1095}"
16,Task-7_copy-1,"Task-7_copy-1, Job_1","{1095, 1181}"
16,Task-10_copy-1,"Task-10_copy-1, Job_3","{1200, 1204}"
16,Task-4_copy-1,"Task-4_copy-1, Job_3","{1500, 1509}"
16,Task-10_copy-1,"Task-10_copy-1, Job_4","{1600, 1604}"
