task,utilization,period,criticality,assigned core,core utilization
Task-42_copy-2,0.06786553109965432,1000,high,16,0.460936631405491
Task-81,0.0674944426072206,20,low,12,0.46069999925826544
Task-0,0.06711554395422148,10,high,1,0.5133726297660549
Task-0_copy-1,0.06711554395422148,10,high,14,0.525478210488999
Task-0_copy-2,0.06711554395422148,10,high,8,0.5256281589336429
Task-58,0.06602984915345367,1000,low,3,0.5248196002343044
Task-11,0.06602697515839928,200,high,15,0.5250031886912183
Task-11_copy-1,0.06602697515839928,200,high,6,0.5253266714408175
Task-11_copy-2,0.06602697515839928,200,high,2,0.5257272093981631
Task-7,0.06436544388044663,100,high,10,0.524256580071818
Task-7_copy-1,0.06436544388044663,100,high,11,0.524256580071818
Task-7_copy-2,0.06436544388044663,100,high,9,0.5245416593515233
Task-49,0.06189518834657459,1000,high,4,0.5221630887456681
Task-49_copy-1,0.06189518834657459,1000,high,12,0.52259518760484
Task-49_copy-2,0.06189518834657459,1000,high,16,0.5228318197520656
Task-15,0.060314029389610724,250,high,5,0.5213211864863465
Task-15_copy-1,0.060314029389610724,250,high,13,0.5213661935478162
Task-15_copy-2,0.060314029389610724,250,high,7,0.5214149905505852
Task-4,0.059345408426087154,10,high,1,0.5727180381921421
Task-4_copy-1,0.059345408426087154,10,high,5,0.5806665949124337
Task-4_copy-2,0.059345408426087154,10,high,13,0.5807116019739034
Task-9,0.05796043954717511,100,high,7,0.5793754300977603
Task-9_copy-1,0.05796043954717511,100,high,4,0.5801235282928432
Task-9_copy-2,0.05796043954717511,100,high,12,0.5805556271520151
Task-30,0.05740268422080508,1000,high,16,0.5802345039728707
Task-30_copy-1,0.05740268422080508,1000,high,11,0.581659264292623
Task-30_copy-2,0.05740268422080508,1000,high,10,0.581659264292623
Task-53,0.05703887948419961,100,low,9,0.5815805388357229
Task-38,0.05603809143332272,25,high,3,0.5808576916676271
Task-38_copy-1,0.05603809143332272,25,high,15,0.581041280124541
Task-38_copy-2,0.05603809143332272,25,high,6,0.5813647628741402
Task-70,0.0540813980233108,250,low,14,0.5795596085123098
Task-71,0.053291060923221556,500,low,8,0.5789192198568645
Task-52,0.05226658986802324,25,low,2,0.5779937992661863
Task-65,0.05059744471855865,10,low,1,0.6233154829107007
Task-41,0.0488716255796775,100,high,2,0.6268654248458638
Task-41_copy-1,0.0488716255796775,100,high,8,0.627790845436542
Task-41_copy-2,0.0488716255796775,100,high,7,0.6282470556774378
Task-27,0.04809834715473471,100,high,14,0.6276579556670445
Task-27_copy-1,0.04809834715473471,100,high,4,0.6282218754475779
Task-27_copy-2,0.04809834715473471,100,high,16,0.6283328511276054
Task-86,0.04787548452564172,200,low,12,0.6284311116776569
Task-62,0.04722235513944062,1000,low,5,0.6278889500518743
Task-79,0.046303981810041916,500,low,13,0.6270155837839453
Task-33,0.04575794923681897,1000,high,3,0.6266156409044461
Task-33_copy-1,0.04575794923681897,1000,high,15,0.62679922936136
Task-33_copy-2,0.04575794923681897,1000,high,6,0.6271227121109592
Task-37,0.044922301589384706,100,high,9,0.6265028404251076
Task-37_copy-1,0.044922301589384706,100,high,10,0.6265815658820078
Task-37_copy-2,0.044922301589384706,100,high,11,0.6265815658820078
Task-46,0.04476232915326639,1000,high,1,0.6680778120639671
Task-46_copy-1,0.04476232915326639,1000,high,9,0.671265169578374
Task-46_copy-2,0.04476232915326639,1000,high,11,0.6713438950352741
Task-1,0.04373749905355773,100,high,10,0.6703190649355655
Task-1_copy-1,0.04373749905355773,100,high,3,0.6703531399580038
Task-1_copy-2,0.04373749905355773,100,high,15,0.6705367284149177
Task-12,0.04331810333364139,20,high,2,0.6701835281795052
Task-12_copy-1,0.04331810333364139,20,high,13,0.6703336871175867
Task-12_copy-2,0.04331810333364139,20,high,6,0.6704408154446005
Task-31,0.038930755376094694,10,high,14,0.6665887110431392
Task-31_copy-1,0.038930755376094694,10,high,8,0.6667216008126366
Task-31_copy-2,0.038930755376094694,10,high,5,0.666819705427969
Task-66,0.036517712654116075,20,low,4,0.664739588101694
Task-59,0.036452212283533125,10,low,7,0.6646992679609709
Task-61,0.035071438577793934,250,low,16,0.6634042897053993
Task-67,0.03362951978248274,250,low,12,0.6620606314601396
Task-39,0.0331526077715103,100,high,12,0.6952132392316499
Task-39_copy-1,0.0331526077715103,100,high,16,0.6965568974769096
Task-39_copy-2,0.0331526077715103,100,high,7,0.6978518757324812
Task-5,0.032774894852182435,10,high,4,0.6975144829538764
Task-5_copy-1,0.032774894852182435,10,high,14,0.6993636058953216
Task-5_copy-2,0.032774894852182435,10,high,8,0.6994964956648191
Task-74,0.031170970626110517,1000,low,5,0.6979906760540795
Task-91,0.030032715267137466,25,low,1,0.6981105273311046
Task-96,0.029501530195914123,10,low,2,0.6996850583754194
Task-26,0.0286466879838434,250,high,10,0.6989657529194089
Task-26_copy-1,0.0286466879838434,250,high,13,0.6989803751014301
Task-26_copy-2,0.0286466879838434,250,high,3,0.6989998279418472
Task-69,0.025752470267812466,10,low,6,0.696193285712413
Task-21,0.025682818468241386,100,high,15,0.6962195468831591
Task-21_copy-1,0.025682818468241386,100,high,9,0.6969479880466154
Task-21_copy-2,0.025682818468241386,100,high,11,0.6970267135035155
Task-87,0.025285536621188376,100,low,12,0.7204987758528383
Task-82,0.023886127667188006,50,low,6,0.720079413379601
Task-97,0.02167973385384524,250,low,15,0.7178992807370044
Task-78,0.02115156891539227,20,low,16,0.7177084663923019
Task-10,0.02106727285947052,50,high,9,0.7180152609060859
Task-10_copy-1,0.02106727285947052,50,high,11,0.718093986362986
Task-10_copy-2,0.02106727285947052,50,high,4,0.7185817558133469
Task-88,0.02091022103620599,10,low,7,0.7187620967686872
Task-93,0.020816146488623122,500,low,5,0.7188068225427027
Task-50,0.020392659789762124,200,low,1,0.7185031871208667
Task-20,0.020368796955075652,250,high,10,0.7193345498744845
Task-20_copy-1,0.020368796955075652,250,high,13,0.7193491720565057
Task-20_copy-2,0.020368796955075652,250,high,3,0.7193686248969229
Task-19,0.01986078626858845,200,high,14,0.7192243921639101
Task-19_copy-1,0.01986078626858845,200,high,8,0.7193572819334075
Task-19_copy-2,0.01986078626858845,200,high,2,0.7195458446440078
Task-80,0.01933025832872981,250,low,16,0.7370387247210317
Task-40,0.016485490040712758,200,high,15,0.7343847707777171
Task-40_copy-1,0.016485490040712758,200,high,9,0.7345007509467987
Task-40_copy-2,0.016485490040712758,200,high,11,0.7345794764036988
Task-48,0.016432676904449828,25,high,1,0.7349358640253165
Task-48_copy-1,0.016432676904449828,25,high,4,0.7350144327177968
Task-48_copy-2,0.016432676904449828,25,high,7,0.735194773673137
Task-18,0.014118561340429991,50,high,5,0.7329253838831327
Task-18_copy-1,0.014118561340429991,50,high,14,0.7333429535043401
Task-18_copy-2,0.014118561340429991,50,high,10,0.7334531112149145
Task-99,0.013905415541861615,50,low,13,0.7332545875983674
Task-75,0.012408204541423551,20,low,8,0.7317654864748311
Task-83,0.011445062605731415,20,low,3,0.7308136875026543
Task-45,0.009990322941929364,1000,high,2,0.7295361675859372
Task-45_copy-1,0.009990322941929364,1000,high,6,0.7300697363215304
Task-45_copy-2,0.009990322941929364,1000,high,12,0.7304890987947676
Task-72,0.009127464610055869,10,low,2,0.7386636321959931
Task-57,0.007955698203636619,1000,low,6,0.738025434525167
Task-98,0.0073312353558262384,20,low,12,0.7378203341505939
Task-34,0.00724504129142467,250,high,3,0.738058728794079
Task-34_copy-1,0.00724504129142467,250,high,8,0.7390105277662558
Task-34_copy-2,0.00724504129142467,250,high,5,0.7401704251745573
Task-23,0.00579311456263909,10,high,13,0.7390477021610065
Task-23_copy-1,0.00579311456263909,10,high,14,0.7391360680669792
Task-23_copy-2,0.00579311456263909,10,high,10,0.7392462257775536
Task-68,0.005464289043302983,1000,low,15,0.7398490598210201
Task-6,0.005345087672020021,1000,high,9,0.7398458386188187
Task-6_copy-1,0.005345087672020021,1000,high,11,0.7399245640757188
Task-6_copy-2,0.005345087672020021,1000,high,1,0.7402809516973365
Task-77,0.004981463709566647,100,low,4,0.7399958964273634
Task-56,0.003695771447331797,250,low,7,0.7388905451204688
Task-16,0.002843404328563892,10,high,16,0.7398821290495956
Task-16_copy-1,0.002843404328563892,10,high,12,0.7406637384791578
Task-16_copy-2,0.002843404328563892,10,high,6,0.7408688388537309
Task-47,0.0021973058167121806,50,high,3,0.7402560346107911
Task-47_copy-1,0.0021973058167121806,50,high,2,0.7408609380127053
Task-47_copy-2,0.0021973058167121806,50,high,7,0.741087850937181
Task-51,0.002162939448755008,200,low,8,0.7411734672150108
Task-2,0.0011695088984247093,50,high,13,0.7402172110594312
Task-2_copy-1,0.0011695088984247093,50,high,14,0.7403055769654039
Task-2_copy-2,0.0011695088984247093,50,high,10,0.7404157346759783
