task,utilization,period,criticality,assigned core,core utilization
Task-8_copy-2,0.01542786375586691,200,high,5,0.43742094815141885
Task-3,0.015402851495319725,20,high,8,0.4372807969212902
Task-3_copy-1,0.015402851495319725,20,high,1,0.4373482115512157
Task-3_copy-2,0.015402851495319725,20,high,3,0.4374569271664893
Task-56,0.0141860459071943,40,low,4,0.436670313355793
Task-35,0.01387475069509092,50,high,2,0.43665705616438627
Task-35_copy-1,0.01387475069509092,50,high,7,0.43673028888168564
Task-35_copy-2,0.01387475069509092,50,high,6,0.43705939161079077
Task-98,0.013851166852028071,50,low,2,0.45050822301641436
Task-26,0.013732700804309772,500,high,4,0.45040301416010275
Task-26_copy-1,0.013732700804309772,500,high,7,0.4504629896859954
Task-26_copy-2,0.013732700804309772,500,high,6,0.45079209241510054
Task-66,0.0134817747164786,500,low,8,0.4507625716377688
Task-53,0.013385274652205958,40,low,1,0.4507334862034217
Task-77,0.013045321864652792,400,low,5,0.45046627001607165
Task-78,0.013008362137377882,200,low,3,0.4504652893038672
Task-29,0.012955998416097625,200,high,4,0.4633590125762004
Task-29_copy-1,0.012955998416097625,200,high,7,0.46341898810209303
Task-29_copy-2,0.012955998416097625,200,high,3,0.4634212877199648
Task-21,0.012557440753829141,200,high,5,0.4630237107699008
Task-21_copy-1,0.012557440753829141,200,high,2,0.4630656637702435
Task-21_copy-2,0.012557440753829141,200,high,1,0.4632909269572508
Task-95,0.012275719586732833,50,low,8,0.46303829122450163
Task-67,0.01225629234860659,500,low,6,0.46304838476370713
Task-99,0.012196224104385967,500,low,5,0.47521993487428676
Task-61,0.010777889621107706,100,low,8,0.47381618084560934
Task-55,0.010162771709599672,200,low,6,0.4732111564733068
Task-96,0.010064245764920945,500,low,2,0.47312990953516443
Task-42,0.00898175175733007,400,high,1,0.4722726787145809
Task-42_copy-1,0.00898175175733007,400,high,4,0.47234076433353045
Task-42_copy-2,0.00898175175733007,400,high,7,0.4724007398594231
Task-82,0.00872974060234194,1000,low,3,0.47215102832230676
Task-31,0.008694082262267866,10,high,3,0.48084511058457463
Task-31_copy-1,0.008694082262267866,10,high,1,0.48096676097684876
Task-31_copy-2,0.008694082262267866,10,high,4,0.4810348465957983
Task-88,0.008439206951417283,20,low,7,0.4808399468108404
Task-87,0.008433929795596928,1000,low,2,0.48156383933076136
Task-59,0.008066267954640716,500,low,6,0.4812774244279475
Task-7,0.006879993155443298,100,high,8,0.48069617400105263
Task-7_copy-1,0.006879993155443298,100,high,5,0.48209992802973006
Task-7_copy-2,0.006879993155443298,100,high,7,0.4877199399662837
Task-60,0.006826990475595096,100,low,8,0.48752316447664773
Task-50,0.0064004722022402705,400,low,3,0.4872455827868149
Task-6,0.006326058310174298,500,high,1,0.48729281928702306
Task-6_copy-1,0.006326058310174298,500,high,4,0.4873609049059726
Task-6_copy-2,0.006326058310174298,500,high,6,0.4876034827381218
Task-0,0.006202498641130871,40,high,2,0.4877663379718922
Task-0_copy-1,0.006202498641130871,40,high,5,0.48830242667086093
Task-0_copy-2,0.006202498641130871,40,high,3,0.4934480814279458
Task-37,0.005327997894526426,40,high,1,0.4926208171815495
Task-37_copy-1,0.005327997894526426,40,high,4,0.49268890280049904
Task-37_copy-2,0.005327997894526426,40,high,8,0.49285116237117416
Task-22,0.005254934018564583,20,high,6,0.4928584167566864
Task-22_copy-1,0.005254934018564583,20,high,7,0.4929748739848483
Task-22_copy-2,0.005254934018564583,20,high,2,0.4930212719904568
Task-68,0.00519732583303556,500,low,5,0.4934997525038965
Task-17,0.005140501652886265,100,high,1,0.49776131883443575
Task-17_copy-1,0.005140501652886265,100,high,4,0.4978294044533853
Task-17_copy-2,0.005140501652886265,100,high,8,0.4979916640240604
Task-38,0.0050211612141932704,40,high,6,0.49787957797087967
Task-38_copy-1,0.0050211612141932704,40,high,7,0.49799603519904156
Task-38_copy-2,0.0050211612141932704,40,high,2,0.4980424332046501
Task-93,0.004900516159051196,500,low,3,0.49834859758699696
Task-49,0.004676338185023665,1000,high,5,0.49817609068892016
Task-49_copy-1,0.004676338185023665,1000,high,1,0.5024376570194594
Task-49_copy-2,0.004676338185023665,1000,high,4,0.502505742638409
Task-71,0.0042583309523551716,20,low,6,0.5021379089232348
Task-16,0.004163126793301775,40,high,8,0.5021547908173623
Task-16_copy-1,0.004163126793301775,40,high,7,0.5021591619923433
Task-16_copy-2,0.004163126793301775,40,high,2,0.5022055599979518
Task-19,0.00414237333989842,200,high,5,0.5023184640288185
Task-19_copy-1,0.00414237333989842,200,high,3,0.5024909709268954
Task-19_copy-2,0.00414237333989842,200,high,6,0.5062802822631333
Task-70,0.00382174004775071,200,low,8,0.505976530865113
Task-92,0.0037637881867393086,50,low,7,0.5059229501790826
Task-75,0.003473648587914324,400,low,2,0.5056792085858661
Task-81,0.0033830694124215577,40,low,5,0.50570153344124
Task-58,0.0032870978217361957,10,low,1,0.5057247548411956
Task-94,0.003165650426386668,1000,low,3,0.505656621353282
Task-47,0.0031460032575878483,50,high,4,0.5056517458959968
Task-47_copy-1,0.0031460032575878483,50,high,3,0.5088026246108699
Task-47_copy-2,0.0031460032575878483,50,high,2,0.508825211843454
Task-30,0.0030023344524070517,200,high,4,0.5086540803484039
Task-30_copy-1,0.0030023344524070517,200,high,5,0.5087038678936471
Task-30_copy-2,0.0030023344524070517,200,high,1,0.5087270892936027
Task-32,0.002972751127680029,200,high,7,0.5088957013067626
Task-32_copy-1,0.002972751127680029,200,high,8,0.508949281992793
Task-32_copy-2,0.002972751127680029,200,high,6,0.5092530333908133
Task-40,0.002287669927153013,50,high,4,0.5109417502755569
Task-40_copy-1,0.002287669927153013,50,high,5,0.5109915378208001
Task-40_copy-2,0.002287669927153013,50,high,1,0.5110147592207557
Task-51,0.001953068041761652,50,low,3,0.5107556926526315
Task-1,0.00181077033702004,1000,high,2,0.510635982180474
Task-1_copy-1,0.00181077033702004,1000,high,7,0.5107064716437827
Task-1_copy-2,0.00181077033702004,1000,high,8,0.510760052329813
Task-79,0.0016026830173573314,500,low,6,0.5108557164081706
Task-2,0.0014960627514934988,1000,high,2,0.5121320449319675
Task-2_copy-1,0.0014960627514934988,1000,high,7,0.5122025343952762
Task-2_copy-2,0.0014960627514934988,1000,high,3,0.512251755404125
Task-34,0.0014532890670324594,20,high,8,0.5122133413968455
Task-34_copy-1,0.0014532890670324594,20,high,6,0.5123090054752031
Task-34_copy-2,0.0014532890670324594,20,high,4,0.5123950393425893
Task-69,0.001360674490038516,200,low,5,0.5123522123108386
Task-20,0.0007676274642729464,500,high,1,0.5117823866850286
Task-20_copy-1,0.0007676274642729464,500,high,2,0.5128996723962405
Task-20_copy-2,0.0007676274642729464,500,high,7,0.5129701618595491
Task-12,0.0007366656786609305,20,high,1,0.5125190523636896
Task-12_copy-1,0.0007366656786609305,20,high,8,0.5129500070755064
Task-12_copy-2,0.0007366656786609305,20,high,3,0.512988421082786
Task-10,0.0004877275942114512,20,high,6,0.5127967330694145
Task-10_copy-1,0.0004877275942114512,20,high,5,0.5128399399050501
Task-10_copy-2,0.0004877275942114512,20,high,4,0.5128827669368008
