core,task,job,duration
1,Task-5_copy-2,"Task-5_copy-2, Job_14","{1403, 1404}"
1,Task-9_copy-2,"Task-9_copy-2, Job_15","{1500, 1503}"
1,Task-5_copy-2,"Task-5_copy-2, Job_15","{1503, 1504}"
1,Task-10,"Task-10, Job_3","{1504, 1568}"
1,Task-9_copy-2,"Task-9_copy-2, Job_16","{1600, 1603}"
1,Task-5_copy-2,"Task-5_copy-2, Job_16","{1603, 1604}"
1,Task-1_copy-1,"Task-1_copy-1, Job_4","{1604, 1629}"
1,Task-3_copy-1,"Task-3_copy-1, Job_4","{1629, 1630}"
1,Task-9_copy-2,"Task-9_copy-2, Job_17","{1700, 1703}"
1,Task-5_copy-2,"Task-5_copy-2, Job_17","{1703, 1704}"
1,Task-9_copy-2,"Task-9_copy-2, Job_18","{1800, 1803}"
1,Task-5_copy-2,"Task-5_copy-2, Job_18","{1803, 1804}"
1,Task-9_copy-2,"Task-9_copy-2, Job_19","{1900, 1903}"
1,Task-5_copy-2,"Task-5_copy-2, Job_19","{1903, 1904}"
2,Task-5,"Task-5, Job_0","{0, 1}"
2,Task-1,"Task-1, Job_0","{1, 26}"
2,Task-10_copy-1,"Task-10_copy-1, Job_0","{26, 90}"
2,Task-7,"Task-7, Job_0","{90, 100}"
2,Task-5,"Task-5, Job_1","{100, 101}"
2,Task-7,"Task-7, Job_0","{101, 110}"
2,Task-4_copy-1,"Task-4_copy-1, Job_0","{110, 146}"
2,Task-15,"Task-15, Job_0","{146, 161}"
2,Task-5,"Task-5, Job_2","{200, 201}"
2,Task-5,"Task-5, Job_3","{300, 301}"
2,Task-5,"Task-5, Job_4","{400, 401}"
2,Task-1,"Task-1, Job_1","{401, 426}"
2,Task-5,"Task-5, Job_5","{500, 501}"
2,Task-10_copy-1,"Task-10_copy-1, Job_1","{501, 565}"
2,Task-7,"Task-7, Job_1","{565, 584}"
2,Task-5,"Task-5, Job_6","{600, 601}"
2,Task-5,"Task-5, Job_7","{700, 701}"
2,Task-5,"Task-5, Job_8","{800, 801}"
2,Task-1,"Task-1, Job_2","{801, 826}"
2,Task-5,"Task-5, Job_9","{900, 901}"
2,Task-5,"Task-5, Job_10","{1000, 1001}"
2,Task-10_copy-1,"Task-10_copy-1, Job_2","{1001, 1065}"
2,Task-7,"Task-7, Job_2","{1065, 1084}"
2,Task-4_copy-1,"Task-4_copy-1, Job_1","{1084, 1100}"
2,Task-5,"Task-5, Job_11","{1100, 1101}"
2,Task-4_copy-1,"Task-4_copy-1, Job_1","{1101, 1121}"
2,Task-15,"Task-15, Job_1","{1121, 1136}"
2,Task-5,"Task-5, Job_12","{1200, 1201}"
2,Task-1,"Task-1, Job_3","{1201, 1226}"
2,Task-5,"Task-5, Job_13","{1300, 1301}"
2,Task-5,"Task-5, Job_14","{1400, 1401}"
2,Task-5,"Task-5, Job_15","{1500, 1501}"
2,Task-10_copy-1,"Task-10_copy-1, Job_3","{1501, 1565}"
2,Task-7,"Task-7, Job_3","{1565, 1584}"
2,Task-5,"Task-5, Job_16","{1600, 1601}"
2,Task-1,"Task-1, Job_4","{1601, 1626}"
2,Task-5,"Task-5, Job_17","{1700, 1701}"
2,Task-5,"Task-5, Job_18","{1800, 1801}"
2,Task-5,"Task-5, Job_19","{1900, 1901}"
3,Task-0_copy-2,"Task-0_copy-2, Job_0","{0, 13}"
3,Task-11,"Task-11, Job_0","{13, 22}"
3,Task-2,"Task-2, Job_0","{22, 34}"
3,Task-3_copy-2,"Task-3_copy-2, Job_0","{34, 35}"
3,Task-20,"Task-20, Job_0","{35, 49}"
3,Task-10_copy-2,"Task-10_copy-2, Job_0","{49, 113}"
3,Task-0_copy-2,"Task-0_copy-2, Job_1","{200, 213}"
3,Task-11,"Task-11, Job_1","{213, 222}"
3,Task-0_copy-2,"Task-0_copy-2, Job_2","{400, 413}"
3,Task-11,"Task-11, Job_2","{413, 422}"
3,Task-2,"Task-2, Job_1","{422, 434}"
3,Task-3_copy-2,"Task-3_copy-2, Job_1","{434, 435}"
3,Task-20,"Task-20, Job_1","{435, 449}"
3,Task-10_copy-2,"Task-10_copy-2, Job_1","{500, 564}"
3,Task-0_copy-2,"Task-0_copy-2, Job_3","{600, 613}"
3,Task-11,"Task-11, Job_3","{613, 622}"
3,Task-0_copy-2,"Task-0_copy-2, Job_4","{800, 813}"
3,Task-11,"Task-11, Job_4","{813, 822}"
3,Task-2,"Task-2, Job_2","{822, 834}"
3,Task-3_copy-2,"Task-3_copy-2, Job_2","{834, 835}"
3,Task-20,"Task-20, Job_2","{835, 849}"
3,Task-0_copy-2,"Task-0_copy-2, Job_5","{1000, 1013}"
3,Task-11,"Task-11, Job_5","{1013, 1022}"
3,Task-10_copy-2,"Task-10_copy-2, Job_2","{1022, 1086}"
3,Task-0_copy-2,"Task-0_copy-2, Job_6","{1200, 1213}"
3,Task-11,"Task-11, Job_6","{1213, 1222}"
3,Task-2,"Task-2, Job_3","{1222, 1234}"
3,Task-3_copy-2,"Task-3_copy-2, Job_3","{1234, 1235}"
3,Task-20,"Task-20, Job_3","{1235, 1249}"
3,Task-0_copy-2,"Task-0_copy-2, Job_7","{1400, 1413}"
3,Task-11,"Task-11, Job_7","{1413, 1422}"
3,Task-10_copy-2,"Task-10_copy-2, Job_3","{1500, 1564}"
3,Task-0_copy-2,"Task-0_copy-2, Job_8","{1600, 1613}"
3,Task-11,"Task-11, Job_8","{1613, 1622}"
3,Task-2,"Task-2, Job_4","{1622, 1634}"
3,Task-3_copy-2,"Task-3_copy-2, Job_4","{1634, 1635}"
3,Task-20,"Task-20, Job_4","{1635, 1649}"
3,Task-0_copy-2,"Task-0_copy-2, Job_9","{1800, 1813}"
3,Task-11,"Task-11, Job_9","{1813, 1822}"
4,Task-9,"Task-9, Job_0","{0, 3}"
4,Task-11_copy-2,"Task-11_copy-2, Job_0","{3, 12}"
4,Task-2_copy-2,"Task-2_copy-2, Job_0","{12, 24}"
4,Task-14,"Task-14, Job_0","{24, 100}"
4,Task-9,"Task-9, Job_1","{100, 103}"
4,Task-14,"Task-14, Job_0","{103, 198}"
4,Task-12,"Task-12, Job_0","{198, 200}"
4,Task-9,"Task-9, Job_2","{200, 203}"
4,Task-11_copy-2,"Task-11_copy-2, Job_1","{203, 212}"
4,Task-12,"Task-12, Job_0","{212, 300}"
4,Task-9,"Task-9, Job_3","{300, 303}"
4,Task-12,"Task-12, Job_0","{303, 369}"
4,Task-9,"Task-9, Job_4","{400, 403}"
4,Task-11_copy-2,"Task-11_copy-2, Job_2","{403, 412}"
4,Task-2_copy-2,"Task-2_copy-2, Job_1","{412, 424}"
4,Task-9,"Task-9, Job_5","{500, 503}"
4,Task-14,"Task-14, Job_1","{503, 600}"
4,Task-9,"Task-9, Job_6","{600, 603}"
4,Task-11_copy-2,"Task-11_copy-2, Job_3","{603, 612}"
4,Task-14,"Task-14, Job_1","{612, 686}"
4,Task-9,"Task-9, Job_7","{700, 703}"
4,Task-9,"Task-9, Job_8","{800, 803}"
4,Task-11_copy-2,"Task-11_copy-2, Job_4","{803, 812}"
4,Task-2_copy-2,"Task-2_copy-2, Job_2","{812, 824}"
4,Task-9,"Task-9, Job_9","{900, 903}"
4,Task-9,"Task-9, Job_10","{1000, 1003}"
4,Task-11_copy-2,"Task-11_copy-2, Job_5","{1003, 1012}"
4,Task-14,"Task-14, Job_2","{1012, 1100}"
4,Task-9,"Task-9, Job_11","{1100, 1103}"
4,Task-14,"Task-14, Job_2","{1103, 1186}"
4,Task-12,"Task-12, Job_1","{1186, 1200}"
4,Task-9,"Task-9, Job_12","{1200, 1203}"
4,Task-11_copy-2,"Task-11_copy-2, Job_6","{1203, 1212}"
4,Task-2_copy-2,"Task-2_copy-2, Job_3","{1212, 1224}"
4,Task-12,"Task-12, Job_1","{1224, 1300}"
4,Task-9,"Task-9, Job_13","{1300, 1303}"
4,Task-12,"Task-12, Job_1","{1303, 1369}"
4,Task-9,"Task-9, Job_14","{1400, 1403}"
4,Task-11_copy-2,"Task-11_copy-2, Job_7","{1403, 1412}"
4,Task-9,"Task-9, Job_15","{1500, 1503}"
4,Task-14,"Task-14, Job_3","{1503, 1600}"
4,Task-9,"Task-9, Job_16","{1600, 1603}"
4,Task-11_copy-2,"Task-11_copy-2, Job_8","{1603, 1612}"
4,Task-2_copy-2,"Task-2_copy-2, Job_4","{1612, 1624}"
4,Task-14,"Task-14, Job_3","{1624, 1698}"
4,Task-9,"Task-9, Job_17","{1700, 1703}"
4,Task-9,"Task-9, Job_18","{1800, 1803}"
4,Task-11_copy-2,"Task-11_copy-2, Job_9","{1803, 1812}"
4,Task-9,"Task-9, Job_19","{1900, 1903}"
5,Task-9_copy-1,"Task-9_copy-1, Job_0","{0, 3}"
5,Task-21,"Task-21, Job_0","{3, 35}"
5,Task-22,"Task-22, Job_0","{35, 41}"
5,Task-8_copy-2,"Task-8_copy-2, Job_0","{41, 78}"
5,Task-4,"Task-4, Job_0","{78, 100}"
5,Task-9_copy-1,"Task-9_copy-1, Job_1","{100, 103}"
5,Task-21,"Task-21, Job_1","{103, 135}"
5,Task-22,"Task-22, Job_1","{135, 141}"
5,Task-4,"Task-4, Job_0","{141, 155}"
5,Task-9_copy-1,"Task-9_copy-1, Job_2","{200, 203}"
5,Task-21,"Task-21, Job_2","{203, 235}"
5,Task-22,"Task-22, Job_2","{235, 241}"
5,Task-9_copy-1,"Task-9_copy-1, Job_3","{300, 303}"
5,Task-21,"Task-21, Job_3","{303, 335}"
5,Task-22,"Task-22, Job_3","{335, 341}"
5,Task-9_copy-1,"Task-9_copy-1, Job_4","{400, 403}"
5,Task-21,"Task-21, Job_4","{403, 435}"
5,Task-22,"Task-22, Job_4","{435, 441}"
5,Task-8_copy-2,"Task-8_copy-2, Job_1","{441, 478}"
5,Task-9_copy-1,"Task-9_copy-1, Job_5","{500, 503}"
5,Task-21,"Task-21, Job_5","{503, 535}"
5,Task-22,"Task-22, Job_5","{535, 541}"
5,Task-9_copy-1,"Task-9_copy-1, Job_6","{600, 603}"
5,Task-21,"Task-21, Job_6","{603, 635}"
5,Task-22,"Task-22, Job_6","{635, 641}"
5,Task-9_copy-1,"Task-9_copy-1, Job_7","{700, 703}"
5,Task-21,"Task-21, Job_7","{703, 735}"
5,Task-22,"Task-22, Job_7","{735, 741}"
5,Task-9_copy-1,"Task-9_copy-1, Job_8","{800, 803}"
5,Task-21,"Task-21, Job_8","{803, 835}"
5,Task-22,"Task-22, Job_8","{835, 841}"
5,Task-8_copy-2,"Task-8_copy-2, Job_2","{841, 878}"
5,Task-9_copy-1,"Task-9_copy-1, Job_9","{900, 903}"
5,Task-21,"Task-21, Job_9","{903, 935}"
5,Task-22,"Task-22, Job_9","{935, 941}"
5,Task-9_copy-1,"Task-9_copy-1, Job_10","{1000, 1003}"
5,Task-21,"Task-21, Job_10","{1003, 1035}"
5,Task-22,"Task-22, Job_10","{1035, 1041}"
5,Task-4,"Task-4, Job_1","{1041, 1077}"
5,Task-9_copy-1,"Task-9_copy-1, Job_11","{1100, 1103}"
5,Task-21,"Task-21, Job_11","{1103, 1135}"
5,Task-22,"Task-22, Job_11","{1135, 1141}"
5,Task-9_copy-1,"Task-9_copy-1, Job_12","{1200, 1203}"
5,Task-21,"Task-21, Job_12","{1203, 1235}"
5,Task-22,"Task-22, Job_12","{1235, 1241}"
5,Task-8_copy-2,"Task-8_copy-2, Job_3","{1241, 1278}"
5,Task-9_copy-1,"Task-9_copy-1, Job_13","{1300, 1303}"
5,Task-21,"Task-21, Job_13","{1303, 1335}"
5,Task-22,"Task-22, Job_13","{1335, 1341}"
5,Task-9_copy-1,"Task-9_copy-1, Job_14","{1400, 1403}"
5,Task-21,"Task-21, Job_14","{1403, 1435}"
5,Task-22,"Task-22, Job_14","{1435, 1441}"
5,Task-9_copy-1,"Task-9_copy-1, Job_15","{1500, 1503}"
5,Task-21,"Task-21, Job_15","{1503, 1535}"
5,Task-22,"Task-22, Job_15","{1535, 1541}"
5,Task-9_copy-1,"Task-9_copy-1, Job_16","{1600, 1603}"
5,Task-21,"Task-21, Job_16","{1603, 1635}"
5,Task-22,"Task-22, Job_16","{1635, 1641}"
5,Task-8_copy-2,"Task-8_copy-2, Job_4","{1641, 1678}"
5,Task-9_copy-1,"Task-9_copy-1, Job_17","{1700, 1703}"
5,Task-21,"Task-21, Job_17","{1703, 1735}"
5,Task-22,"Task-22, Job_17","{1735, 1741}"
5,Task-9_copy-1,"Task-9_copy-1, Job_18","{1800, 1803}"
5,Task-21,"Task-21, Job_18","{1803, 1835}"
5,Task-22,"Task-22, Job_18","{1835, 1841}"
5,Task-9_copy-1,"Task-9_copy-1, Job_19","{1900, 1903}"
5,Task-21,"Task-21, Job_19","{1903, 1935}"
5,Task-22,"Task-22, Job_19","{1935, 1941}"
6,Task-16,"Task-16, Job_0","{0, 1}"
6,Task-11_copy-1,"Task-11_copy-1, Job_0","{1, 10}"
6,Task-8_copy-1,"Task-8_copy-1, Job_0","{10, 47}"
6,Task-1_copy-2,"Task-1_copy-2, Job_0","{47, 72}"
6,Task-2_copy-1,"Task-2_copy-1, Job_0","{72, 84}"
6,Task-19,"Task-19, Job_0","{84, 100}"
6,Task-16,"Task-16, Job_1","{100, 101}"
6,Task-19,"Task-19, Job_0","{101, 200}"
6,Task-16,"Task-16, Job_2","{200, 201}"
6,Task-11_copy-1,"Task-11_copy-1, Job_1","{201, 210}"
6,Task-19,"Task-19, Job_0","{210, 300}"
6,Task-16,"Task-16, Job_3","{300, 301}"
6,Task-19,"Task-19, Job_0","{301, 347}"
6,Task-16,"Task-16, Job_4","{400, 401}"
6,Task-11_copy-1,"Task-11_copy-1, Job_2","{401, 410}"
6,Task-8_copy-1,"Task-8_copy-1, Job_1","{410, 447}"
6,Task-1_copy-2,"Task-1_copy-2, Job_1","{447, 472}"
6,Task-2_copy-1,"Task-2_copy-1, Job_1","{472, 484}"
6,Task-16,"Task-16, Job_5","{500, 501}"
6,Task-16,"Task-16, Job_6","{600, 601}"
6,Task-11_copy-1,"Task-11_copy-1, Job_3","{601, 610}"
6,Task-16,"Task-16, Job_7","{700, 701}"
6,Task-16,"Task-16, Job_8","{800, 801}"
6,Task-11_copy-1,"Task-11_copy-1, Job_4","{801, 810}"
6,Task-8_copy-1,"Task-8_copy-1, Job_2","{810, 847}"
6,Task-1_copy-2,"Task-1_copy-2, Job_2","{847, 872}"
6,Task-2_copy-1,"Task-2_copy-1, Job_2","{872, 884}"
6,Task-16,"Task-16, Job_9","{900, 901}"
6,Task-16,"Task-16, Job_10","{1000, 1001}"
6,Task-11_copy-1,"Task-11_copy-1, Job_5","{1001, 1010}"
6,Task-19,"Task-19, Job_1","{1010, 1100}"
6,Task-16,"Task-16, Job_11","{1100, 1101}"
6,Task-19,"Task-19, Job_1","{1101, 1200}"
6,Task-16,"Task-16, Job_12","{1200, 1201}"
6,Task-11_copy-1,"Task-11_copy-1, Job_6","{1201, 1210}"
6,Task-8_copy-1,"Task-8_copy-1, Job_3","{1210, 1247}"
6,Task-1_copy-2,"Task-1_copy-2, Job_3","{1247, 1272}"
6,Task-2_copy-1,"Task-2_copy-1, Job_3","{1272, 1284}"
6,Task-19,"Task-19, Job_1","{1284, 1300}"
6,Task-16,"Task-16, Job_13","{1300, 1301}"
6,Task-19,"Task-19, Job_1","{1301, 1347}"
6,Task-16,"Task-16, Job_14","{1400, 1401}"
6,Task-11_copy-1,"Task-11_copy-1, Job_7","{1401, 1410}"
6,Task-16,"Task-16, Job_15","{1500, 1501}"
6,Task-16,"Task-16, Job_16","{1600, 1601}"
6,Task-11_copy-1,"Task-11_copy-1, Job_8","{1601, 1610}"
6,Task-8_copy-1,"Task-8_copy-1, Job_4","{1610, 1647}"
6,Task-1_copy-2,"Task-1_copy-2, Job_4","{1647, 1672}"
6,Task-2_copy-1,"Task-2_copy-1, Job_4","{1672, 1684}"
6,Task-16,"Task-16, Job_17","{1700, 1701}"
6,Task-16,"Task-16, Job_18","{1800, 1801}"
6,Task-11_copy-1,"Task-11_copy-1, Job_9","{1801, 1810}"
6,Task-16,"Task-16, Job_19","{1900, 1901}"
7,Task-0,"Task-0, Job_0","{0, 13}"
7,Task-8,"Task-8, Job_0","{13, 50}"
7,Task-7_copy-1,"Task-7_copy-1, Job_0","{50, 69}"
7,Task-13,"Task-13, Job_0","{69, 87}"
7,Task-24,"Task-24, Job_0","{87, 91}"
7,Task-6,"Task-6, Job_0","{91, 156}"
7,Task-17,"Task-17, Job_0","{156, 200}"
7,Task-0,"Task-0, Job_1","{200, 213}"
7,Task-17,"Task-17, Job_0","{213, 256}"
7,Task-0,"Task-0, Job_2","{400, 413}"
7,Task-8,"Task-8, Job_1","{413, 450}"
7,Task-7_copy-1,"Task-7_copy-1, Job_1","{500, 519}"
7,Task-13,"Task-13, Job_1","{519, 537}"
7,Task-24,"Task-24, Job_1","{537, 541}"
7,Task-0,"Task-0, Job_3","{600, 613}"
7,Task-0,"Task-0, Job_4","{800, 813}"
7,Task-8,"Task-8, Job_2","{813, 850}"
7,Task-0,"Task-0, Job_5","{1000, 1013}"
7,Task-7_copy-1,"Task-7_copy-1, Job_2","{1013, 1032}"
7,Task-13,"Task-13, Job_2","{1032, 1050}"
7,Task-24,"Task-24, Job_2","{1050, 1054}"
7,Task-6,"Task-6, Job_1","{1054, 1119}"
7,Task-17,"Task-17, Job_1","{1119, 1200}"
7,Task-0,"Task-0, Job_6","{1200, 1213}"
7,Task-8,"Task-8, Job_3","{1213, 1250}"
7,Task-17,"Task-17, Job_1","{1250, 1256}"
7,Task-0,"Task-0, Job_7","{1400, 1413}"
7,Task-7_copy-1,"Task-7_copy-1, Job_3","{1500, 1519}"
7,Task-13,"Task-13, Job_3","{1519, 1537}"
7,Task-24,"Task-24, Job_3","{1537, 1541}"
7,Task-0,"Task-0, Job_8","{1600, 1613}"
7,Task-8,"Task-8, Job_4","{1613, 1650}"
7,Task-0,"Task-0, Job_9","{1800, 1813}"
8,Task-5_copy-1,"Task-5_copy-1, Job_0","{0, 1}"
8,Task-0_copy-1,"Task-0_copy-1, Job_0","{1, 14}"
8,Task-3,"Task-3, Job_0","{14, 15}"
8,Task-18,"Task-18, Job_0","{15, 49}"
8,Task-7_copy-2,"Task-7_copy-2, Job_0","{49, 68}"
8,Task-6_copy-1,"Task-6_copy-1, Job_0","{68, 100}"
8,Task-5_copy-1,"Task-5_copy-1, Job_1","{100, 101}"
8,Task-6_copy-1,"Task-6_copy-1, Job_0","{101, 134}"
8,Task-6_copy-2,"Task-6_copy-2, Job_0","{134, 199}"
8,Task-23,"Task-23, Job_0","{199, 200}"
8,Task-5_copy-1,"Task-5_copy-1, Job_2","{200, 201}"
8,Task-0_copy-1,"Task-0_copy-1, Job_1","{201, 214}"
8,Task-23,"Task-23, Job_0","{214, 216}"
8,Task-5_copy-1,"Task-5_copy-1, Job_3","{300, 301}"
8,Task-5_copy-1,"Task-5_copy-1, Job_4","{400, 401}"
8,Task-0_copy-1,"Task-0_copy-1, Job_2","{401, 414}"
8,Task-3,"Task-3, Job_1","{414, 415}"
8,Task-18,"Task-18, Job_1","{415, 449}"
8,Task-5_copy-1,"Task-5_copy-1, Job_5","{500, 501}"
8,Task-7_copy-2,"Task-7_copy-2, Job_1","{501, 520}"
8,Task-5_copy-1,"Task-5_copy-1, Job_6","{600, 601}"
8,Task-0_copy-1,"Task-0_copy-1, Job_3","{601, 614}"
8,Task-5_copy-1,"Task-5_copy-1, Job_7","{700, 701}"
8,Task-5_copy-1,"Task-5_copy-1, Job_8","{800, 801}"
8,Task-0_copy-1,"Task-0_copy-1, Job_4","{801, 814}"
8,Task-3,"Task-3, Job_2","{814, 815}"
8,Task-18,"Task-18, Job_2","{815, 849}"
8,Task-5_copy-1,"Task-5_copy-1, Job_9","{900, 901}"
8,Task-5_copy-1,"Task-5_copy-1, Job_10","{1000, 1001}"
8,Task-0_copy-1,"Task-0_copy-1, Job_5","{1001, 1014}"
8,Task-7_copy-2,"Task-7_copy-2, Job_2","{1014, 1033}"
8,Task-6_copy-1,"Task-6_copy-1, Job_1","{1033, 1098}"
8,Task-6_copy-2,"Task-6_copy-2, Job_1","{1098, 1100}"
8,Task-5_copy-1,"Task-5_copy-1, Job_11","{1100, 1101}"
8,Task-6_copy-2,"Task-6_copy-2, Job_1","{1101, 1164}"
8,Task-23,"Task-23, Job_1","{1164, 1167}"
8,Task-5_copy-1,"Task-5_copy-1, Job_12","{1200, 1201}"
8,Task-0_copy-1,"Task-0_copy-1, Job_6","{1201, 1214}"
8,Task-3,"Task-3, Job_3","{1214, 1215}"
8,Task-18,"Task-18, Job_3","{1215, 1249}"
8,Task-5_copy-1,"Task-5_copy-1, Job_13","{1300, 1301}"
8,Task-5_copy-1,"Task-5_copy-1, Job_14","{1400, 1401}"
8,Task-0_copy-1,"Task-0_copy-1, Job_7","{1401, 1414}"
8,Task-5_copy-1,"Task-5_copy-1, Job_15","{1500, 1501}"
8,Task-7_copy-2,"Task-7_copy-2, Job_3","{1501, 1520}"
8,Task-5_copy-1,"Task-5_copy-1, Job_16","{1600, 1601}"
8,Task-0_copy-1,"Task-0_copy-1, Job_8","{1601, 1614}"
8,Task-3,"Task-3, Job_4","{1614, 1615}"
8,Task-18,"Task-18, Job_4","{1615, 1649}"
8,Task-5_copy-1,"Task-5_copy-1, Job_17","{1700, 1701}"
8,Task-5_copy-1,"Task-5_copy-1, Job_18","{1800, 1801}"
8,Task-0_copy-1,"Task-0_copy-1, Job_9","{1801, 1814}"
8,Task-5_copy-1,"Task-5_copy-1, Job_19","{1900, 1901}"
