core,task,job,duration
2,Task-10,"Task-10, Job_8","{800, 801}"
2,Task-18,"Task-18, Job_2","{801, 900}"
2,Task-10,"Task-10, Job_9","{900, 901}"
2,Task-18,"Task-18, Job_2","{901, 1000}"
2,Task-10,"Task-10, Job_10","{1000, 1001}"
2,Task-18,"Task-18, Job_2","{1001, 1084}"
2,Task-16,"Task-16, Job_2","{1084, 1088}"
2,Task-22,"Task-22, Job_1","{1088, 1100}"
2,Task-10,"Task-10, Job_11","{1100, 1101}"
2,Task-22,"Task-22, Job_1","{1101, 1112}"
2,Task-10,"Task-10, Job_12","{1200, 1201}"
2,Task-18,"Task-18, Job_3","{1201, 1300}"
2,Task-10,"Task-10, Job_13","{1300, 1301}"
2,Task-18,"Task-18, Job_3","{1301, 1400}"
2,Task-10,"Task-10, Job_14","{1400, 1401}"
2,Task-18,"Task-18, Job_3","{1401, 1484}"
2,Task-16,"Task-16, Job_3","{1484, 1488}"
2,Task-10,"Task-10, Job_15","{1500, 1501}"
2,Task-10,"Task-10, Job_16","{1600, 1601}"
2,Task-18,"Task-18, Job_4","{1601, 1700}"
2,Task-10,"Task-10, Job_17","{1700, 1701}"
2,Task-18,"Task-18, Job_4","{1701, 1800}"
2,Task-10,"Task-10, Job_18","{1800, 1801}"
2,Task-18,"Task-18, Job_4","{1801, 1884}"
2,Task-16,"Task-16, Job_4","{1884, 1888}"
2,Task-10,"Task-10, Job_19","{1900, 1901}"
3,Task-20,"Task-20, Job_0","{0, 310}"
3,Task-0,"Task-0, Job_0","{310, 351}"
3,Task-20,"Task-20, Job_1","{500, 810}"
3,Task-20,"Task-20, Job_2","{1000, 1310}"
3,Task-0,"Task-0, Job_1","{1310, 1351}"
3,Task-20,"Task-20, Job_3","{1500, 1810}"
4,Task-10_copy-1,"Task-10_copy-1, Job_0","{0, 1}"
4,Task-10_copy-2,"Task-10_copy-2, Job_0","{1, 2}"
4,Task-0_copy-1,"Task-0_copy-1, Job_0","{2, 43}"
4,Task-23,"Task-23, Job_0","{43, 100}"
4,Task-10_copy-1,"Task-10_copy-1, Job_1","{100, 101}"
4,Task-10_copy-2,"Task-10_copy-2, Job_1","{101, 102}"
4,Task-23,"Task-23, Job_0","{102, 200}"
4,Task-10_copy-1,"Task-10_copy-1, Job_2","{200, 201}"
4,Task-10_copy-2,"Task-10_copy-2, Job_2","{201, 202}"
4,Task-23,"Task-23, Job_0","{202, 300}"
4,Task-10_copy-1,"Task-10_copy-1, Job_3","{300, 301}"
4,Task-10_copy-2,"Task-10_copy-2, Job_3","{301, 302}"
4,Task-23,"Task-23, Job_0","{302, 400}"
4,Task-10_copy-1,"Task-10_copy-1, Job_4","{400, 401}"
4,Task-10_copy-2,"Task-10_copy-2, Job_4","{401, 402}"
4,Task-23,"Task-23, Job_0","{402, 500}"
4,Task-10_copy-1,"Task-10_copy-1, Job_5","{500, 501}"
4,Task-10_copy-2,"Task-10_copy-2, Job_5","{501, 502}"
4,Task-23,"Task-23, Job_0","{502, 600}"
4,Task-10_copy-1,"Task-10_copy-1, Job_6","{600, 601}"
4,Task-10_copy-2,"Task-10_copy-2, Job_6","{601, 602}"
4,Task-23,"Task-23, Job_0","{602, 662}"
4,Task-10_copy-1,"Task-10_copy-1, Job_7","{700, 701}"
4,Task-10_copy-2,"Task-10_copy-2, Job_7","{701, 702}"
4,Task-10_copy-1,"Task-10_copy-1, Job_8","{800, 801}"
4,Task-10_copy-2,"Task-10_copy-2, Job_8","{801, 802}"
4,Task-10_copy-1,"Task-10_copy-1, Job_9","{900, 901}"
4,Task-10_copy-2,"Task-10_copy-2, Job_9","{901, 902}"
4,Task-10_copy-1,"Task-10_copy-1, Job_10","{1000, 1001}"
4,Task-10_copy-2,"Task-10_copy-2, Job_10","{1001, 1002}"
4,Task-0_copy-1,"Task-0_copy-1, Job_1","{1002, 1043}"
4,Task-23,"Task-23, Job_1","{1043, 1100}"
4,Task-10_copy-1,"Task-10_copy-1, Job_11","{1100, 1101}"
4,Task-10_copy-2,"Task-10_copy-2, Job_11","{1101, 1102}"
4,Task-23,"Task-23, Job_1","{1102, 1200}"
4,Task-10_copy-1,"Task-10_copy-1, Job_12","{1200, 1201}"
4,Task-10_copy-2,"Task-10_copy-2, Job_12","{1201, 1202}"
4,Task-23,"Task-23, Job_1","{1202, 1300}"
4,Task-10_copy-1,"Task-10_copy-1, Job_13","{1300, 1301}"
4,Task-10_copy-2,"Task-10_copy-2, Job_13","{1301, 1302}"
4,Task-23,"Task-23, Job_1","{1302, 1400}"
4,Task-10_copy-1,"Task-10_copy-1, Job_14","{1400, 1401}"
4,Task-10_copy-2,"Task-10_copy-2, Job_14","{1401, 1402}"
4,Task-23,"Task-23, Job_1","{1402, 1500}"
4,Task-10_copy-1,"Task-10_copy-1, Job_15","{1500, 1501}"
4,Task-10_copy-2,"Task-10_copy-2, Job_15","{1501, 1502}"
4,Task-23,"Task-23, Job_1","{1502, 1600}"
4,Task-10_copy-1,"Task-10_copy-1, Job_16","{1600, 1601}"
4,Task-10_copy-2,"Task-10_copy-2, Job_16","{1601, 1602}"
4,Task-23,"Task-23, Job_1","{1602, 1662}"
4,Task-10_copy-1,"Task-10_copy-1, Job_17","{1700, 1701}"
4,Task-10_copy-2,"Task-10_copy-2, Job_17","{1701, 1702}"
4,Task-10_copy-1,"Task-10_copy-1, Job_18","{1800, 1801}"
4,Task-10_copy-2,"Task-10_copy-2, Job_18","{1801, 1802}"
4,Task-10_copy-1,"Task-10_copy-1, Job_19","{1900, 1901}"
4,Task-10_copy-2,"Task-10_copy-2, Job_19","{1901, 1902}"
5,Task-12,"Task-12, Job_0","{0, 54}"
5,Task-15,"Task-15, Job_0","{54, 84}"
5,Task-17,"Task-17, Job_0","{84, 86}"
5,Task-12,"Task-12, Job_1","{100, 154}"
5,Task-12,"Task-12, Job_2","{200, 254}"
5,Task-15,"Task-15, Job_1","{254, 284}"
5,Task-12,"Task-12, Job_3","{300, 354}"
5,Task-12,"Task-12, Job_4","{400, 454}"
5,Task-15,"Task-15, Job_2","{454, 484}"
5,Task-17,"Task-17, Job_1","{484, 486}"
5,Task-12,"Task-12, Job_5","{500, 554}"
5,Task-12,"Task-12, Job_6","{600, 654}"
5,Task-15,"Task-15, Job_3","{654, 684}"
5,Task-12,"Task-12, Job_7","{700, 754}"
5,Task-12,"Task-12, Job_8","{800, 854}"
5,Task-15,"Task-15, Job_4","{854, 884}"
5,Task-17,"Task-17, Job_2","{884, 886}"
5,Task-12,"Task-12, Job_9","{900, 954}"
5,Task-12,"Task-12, Job_10","{1000, 1054}"
5,Task-15,"Task-15, Job_5","{1054, 1084}"
5,Task-12,"Task-12, Job_11","{1100, 1154}"
5,Task-12,"Task-12, Job_12","{1200, 1254}"
5,Task-15,"Task-15, Job_6","{1254, 1284}"
5,Task-17,"Task-17, Job_3","{1284, 1286}"
5,Task-12,"Task-12, Job_13","{1300, 1354}"
5,Task-12,"Task-12, Job_14","{1400, 1454}"
5,Task-15,"Task-15, Job_7","{1454, 1484}"
5,Task-12,"Task-12, Job_15","{1500, 1554}"
5,Task-12,"Task-12, Job_16","{1600, 1654}"
5,Task-15,"Task-15, Job_8","{1654, 1684}"
5,Task-17,"Task-17, Job_4","{1684, 1686}"
5,Task-12,"Task-12, Job_17","{1700, 1754}"
5,Task-12,"Task-12, Job_18","{1800, 1854}"
5,Task-15,"Task-15, Job_9","{1854, 1884}"
5,Task-12,"Task-12, Job_19","{1900, 1954}"
6,Task-13,"Task-13, Job_0","{0, 42}"
6,Task-6,"Task-6, Job_0","{42, 70}"
6,Task-13,"Task-13, Job_1","{100, 142}"
6,Task-13,"Task-13, Job_2","{200, 242}"
6,Task-6,"Task-6, Job_1","{242, 270}"
6,Task-13,"Task-13, Job_3","{300, 342}"
6,Task-13,"Task-13, Job_4","{400, 442}"
6,Task-6,"Task-6, Job_2","{442, 470}"
6,Task-13,"Task-13, Job_5","{500, 542}"
6,Task-13,"Task-13, Job_6","{600, 642}"
6,Task-6,"Task-6, Job_3","{642, 670}"
6,Task-13,"Task-13, Job_7","{700, 742}"
6,Task-13,"Task-13, Job_8","{800, 842}"
6,Task-6,"Task-6, Job_4","{842, 870}"
6,Task-13,"Task-13, Job_9","{900, 942}"
6,Task-13,"Task-13, Job_10","{1000, 1042}"
6,Task-6,"Task-6, Job_5","{1042, 1070}"
6,Task-13,"Task-13, Job_11","{1100, 1142}"
6,Task-13,"Task-13, Job_12","{1200, 1242}"
6,Task-6,"Task-6, Job_6","{1242, 1270}"
6,Task-13,"Task-13, Job_13","{1300, 1342}"
6,Task-13,"Task-13, Job_14","{1400, 1442}"
6,Task-6,"Task-6, Job_7","{1442, 1470}"
6,Task-13,"Task-13, Job_15","{1500, 1542}"
6,Task-13,"Task-13, Job_16","{1600, 1642}"
6,Task-6,"Task-6, Job_8","{1642, 1670}"
6,Task-13,"Task-13, Job_17","{1700, 1742}"
6,Task-13,"Task-13, Job_18","{1800, 1842}"
6,Task-6,"Task-6, Job_9","{1842, 1870}"
6,Task-13,"Task-13, Job_19","{1900, 1942}"
7,Task-6_copy-1,"Task-6_copy-1, Job_0","{0, 28}"
7,Task-6_copy-2,"Task-6_copy-2, Job_0","{28, 56}"
7,Task-8,"Task-8, Job_0","{56, 69}"
7,Task-6_copy-1,"Task-6_copy-1, Job_1","{200, 228}"
7,Task-6_copy-2,"Task-6_copy-2, Job_1","{228, 256}"
7,Task-6_copy-1,"Task-6_copy-1, Job_2","{400, 428}"
7,Task-6_copy-2,"Task-6_copy-2, Job_2","{428, 456}"
7,Task-8,"Task-8, Job_1","{456, 469}"
7,Task-6_copy-1,"Task-6_copy-1, Job_3","{600, 628}"
7,Task-6_copy-2,"Task-6_copy-2, Job_3","{628, 656}"
7,Task-6_copy-1,"Task-6_copy-1, Job_4","{800, 828}"
7,Task-6_copy-2,"Task-6_copy-2, Job_4","{828, 856}"
7,Task-8,"Task-8, Job_2","{856, 869}"
7,Task-6_copy-1,"Task-6_copy-1, Job_5","{1000, 1028}"
7,Task-6_copy-2,"Task-6_copy-2, Job_5","{1028, 1056}"
7,Task-6_copy-1,"Task-6_copy-1, Job_6","{1200, 1228}"
7,Task-6_copy-2,"Task-6_copy-2, Job_6","{1228, 1256}"
7,Task-8,"Task-8, Job_3","{1256, 1269}"
7,Task-6_copy-1,"Task-6_copy-1, Job_7","{1400, 1428}"
7,Task-6_copy-2,"Task-6_copy-2, Job_7","{1428, 1456}"
7,Task-6_copy-1,"Task-6_copy-1, Job_8","{1600, 1628}"
7,Task-6_copy-2,"Task-6_copy-2, Job_8","{1628, 1656}"
7,Task-8,"Task-8, Job_4","{1656, 1669}"
7,Task-6_copy-1,"Task-6_copy-1, Job_9","{1800, 1828}"
7,Task-6_copy-2,"Task-6_copy-2, Job_9","{1828, 1856}"
8,Task-4,"Task-4, Job_0","{0, 87}"
8,Task-4_copy-1,"Task-4_copy-1, Job_0","{87, 174}"
8,Task-11,"Task-11, Job_0","{174, 275}"
8,Task-4,"Task-4, Job_1","{1000, 1087}"
8,Task-4_copy-1,"Task-4_copy-1, Job_1","{1087, 1174}"
8,Task-11,"Task-11, Job_1","{1174, 1275}"
9,Task-4_copy-2,"Task-4_copy-2, Job_0","{0, 87}"
9,Task-11_copy-1,"Task-11_copy-1, Job_0","{87, 188}"
9,Task-11_copy-2,"Task-11_copy-2, Job_0","{188, 289}"
9,Task-4_copy-2,"Task-4_copy-2, Job_1","{1000, 1087}"
9,Task-11_copy-1,"Task-11_copy-1, Job_1","{1087, 1188}"
9,Task-11_copy-2,"Task-11_copy-2, Job_1","{1188, 1289}"
10,Task-2,"Task-2, Job_0","{0, 41}"
10,Task-2_copy-1,"Task-2_copy-1, Job_0","{41, 82}"
10,Task-2_copy-2,"Task-2_copy-2, Job_0","{82, 123}"
10,Task-2,"Task-2, Job_1","{500, 541}"
10,Task-2_copy-1,"Task-2_copy-1, Job_1","{541, 582}"
10,Task-2_copy-2,"Task-2_copy-2, Job_1","{582, 623}"
10,Task-2,"Task-2, Job_2","{1000, 1041}"
10,Task-2_copy-1,"Task-2_copy-1, Job_2","{1041, 1082}"
10,Task-2_copy-2,"Task-2_copy-2, Job_2","{1082, 1123}"
10,Task-2,"Task-2, Job_3","{1500, 1541}"
10,Task-2_copy-1,"Task-2_copy-1, Job_3","{1541, 1582}"
10,Task-2_copy-2,"Task-2_copy-2, Job_3","{1582, 1623}"
11,Task-7,"Task-7, Job_0","{0, 3}"
11,Task-24,"Task-24, Job_0","{3, 25}"
11,Task-0_copy-2,"Task-0_copy-2, Job_0","{25, 66}"
11,Task-3,"Task-3, Job_0","{66, 100}"
11,Task-7,"Task-7, Job_1","{100, 103}"
11,Task-3,"Task-3, Job_0","{103, 116}"
11,Task-3_copy-1,"Task-3_copy-1, Job_0","{116, 163}"
11,Task-3_copy-2,"Task-3_copy-2, Job_0","{163, 200}"
11,Task-7,"Task-7, Job_2","{200, 203}"
11,Task-24,"Task-24, Job_1","{203, 225}"
11,Task-3_copy-2,"Task-3_copy-2, Job_0","{225, 235}"
11,Task-7,"Task-7, Job_3","{300, 303}"
11,Task-7,"Task-7, Job_4","{400, 403}"
11,Task-24,"Task-24, Job_2","{403, 425}"
11,Task-7,"Task-7, Job_5","{500, 503}"
11,Task-7,"Task-7, Job_6","{600, 603}"
11,Task-24,"Task-24, Job_3","{603, 625}"
11,Task-7,"Task-7, Job_7","{700, 703}"
11,Task-7,"Task-7, Job_8","{800, 803}"
11,Task-24,"Task-24, Job_4","{803, 825}"
11,Task-7,"Task-7, Job_9","{900, 903}"
11,Task-7,"Task-7, Job_10","{1000, 1003}"
11,Task-24,"Task-24, Job_5","{1003, 1025}"
11,Task-0_copy-2,"Task-0_copy-2, Job_1","{1025, 1066}"
11,Task-3,"Task-3, Job_1","{1066, 1100}"
11,Task-7,"Task-7, Job_11","{1100, 1103}"
11,Task-3,"Task-3, Job_1","{1103, 1116}"
11,Task-3_copy-1,"Task-3_copy-1, Job_1","{1116, 1163}"
11,Task-3_copy-2,"Task-3_copy-2, Job_1","{1163, 1200}"
11,Task-7,"Task-7, Job_12","{1200, 1203}"
11,Task-24,"Task-24, Job_6","{1203, 1225}"
11,Task-3_copy-2,"Task-3_copy-2, Job_1","{1225, 1235}"
11,Task-7,"Task-7, Job_13","{1300, 1303}"
11,Task-7,"Task-7, Job_14","{1400, 1403}"
11,Task-24,"Task-24, Job_7","{1403, 1425}"
11,Task-7,"Task-7, Job_15","{1500, 1503}"
11,Task-7,"Task-7, Job_16","{1600, 1603}"
11,Task-24,"Task-24, Job_8","{1603, 1625}"
11,Task-7,"Task-7, Job_17","{1700, 1703}"
11,Task-7,"Task-7, Job_18","{1800, 1803}"
11,Task-24,"Task-24, Job_9","{1803, 1825}"
11,Task-7,"Task-7, Job_19","{1900, 1903}"
12,Task-7_copy-1,"Task-7_copy-1, Job_0","{0, 3}"
12,Task-7_copy-2,"Task-7_copy-2, Job_0","{3, 6}"
12,Task-5,"Task-5, Job_0","{6, 8}"
12,Task-5_copy-1,"Task-5_copy-1, Job_0","{8, 10}"
12,Task-9,"Task-9, Job_0","{10, 14}"
12,Task-8_copy-1,"Task-8_copy-1, Job_0","{14, 27}"
12,Task-8_copy-2,"Task-8_copy-2, Job_0","{27, 40}"
12,Task-14,"Task-14, Job_0","{40, 100}"
12,Task-7_copy-1,"Task-7_copy-1, Job_1","{100, 103}"
12,Task-7_copy-2,"Task-7_copy-2, Job_1","{103, 106}"
12,Task-5,"Task-5, Job_1","{106, 108}"
12,Task-5_copy-1,"Task-5_copy-1, Job_1","{108, 110}"
12,Task-14,"Task-14, Job_0","{110, 134}"
12,Task-7_copy-1,"Task-7_copy-1, Job_2","{200, 203}"
12,Task-7_copy-2,"Task-7_copy-2, Job_2","{203, 206}"
12,Task-5,"Task-5, Job_2","{206, 208}"
12,Task-5_copy-1,"Task-5_copy-1, Job_2","{208, 210}"
12,Task-9,"Task-9, Job_1","{210, 214}"
12,Task-7_copy-1,"Task-7_copy-1, Job_3","{300, 303}"
12,Task-7_copy-2,"Task-7_copy-2, Job_3","{303, 306}"
12,Task-5,"Task-5, Job_3","{306, 308}"
12,Task-5_copy-1,"Task-5_copy-1, Job_3","{308, 310}"
12,Task-7_copy-1,"Task-7_copy-1, Job_4","{400, 403}"
12,Task-7_copy-2,"Task-7_copy-2, Job_4","{403, 406}"
12,Task-5,"Task-5, Job_4","{406, 408}"
12,Task-5_copy-1,"Task-5_copy-1, Job_4","{408, 410}"
12,Task-9,"Task-9, Job_2","{410, 414}"
12,Task-8_copy-1,"Task-8_copy-1, Job_1","{414, 427}"
12,Task-8_copy-2,"Task-8_copy-2, Job_1","{427, 440}"
12,Task-7_copy-1,"Task-7_copy-1, Job_5","{500, 503}"
12,Task-7_copy-2,"Task-7_copy-2, Job_5","{503, 506}"
12,Task-5,"Task-5, Job_5","{506, 508}"
12,Task-5_copy-1,"Task-5_copy-1, Job_5","{508, 510}"
12,Task-7_copy-1,"Task-7_copy-1, Job_6","{600, 603}"
12,Task-7_copy-2,"Task-7_copy-2, Job_6","{603, 606}"
12,Task-5,"Task-5, Job_6","{606, 608}"
12,Task-5_copy-1,"Task-5_copy-1, Job_6","{608, 610}"
12,Task-9,"Task-9, Job_3","{610, 614}"
12,Task-7_copy-1,"Task-7_copy-1, Job_7","{700, 703}"
12,Task-7_copy-2,"Task-7_copy-2, Job_7","{703, 706}"
12,Task-5,"Task-5, Job_7","{706, 708}"
12,Task-5_copy-1,"Task-5_copy-1, Job_7","{708, 710}"
12,Task-7_copy-1,"Task-7_copy-1, Job_8","{800, 803}"
12,Task-7_copy-2,"Task-7_copy-2, Job_8","{803, 806}"
12,Task-5,"Task-5, Job_8","{806, 808}"
12,Task-5_copy-1,"Task-5_copy-1, Job_8","{808, 810}"
12,Task-9,"Task-9, Job_4","{810, 814}"
12,Task-8_copy-1,"Task-8_copy-1, Job_2","{814, 827}"
12,Task-8_copy-2,"Task-8_copy-2, Job_2","{827, 840}"
12,Task-7_copy-1,"Task-7_copy-1, Job_9","{900, 903}"
12,Task-7_copy-2,"Task-7_copy-2, Job_9","{903, 906}"
12,Task-5,"Task-5, Job_9","{906, 908}"
12,Task-5_copy-1,"Task-5_copy-1, Job_9","{908, 910}"
12,Task-7_copy-1,"Task-7_copy-1, Job_10","{1000, 1003}"
12,Task-7_copy-2,"Task-7_copy-2, Job_10","{1003, 1006}"
12,Task-5,"Task-5, Job_10","{1006, 1008}"
12,Task-5_copy-1,"Task-5_copy-1, Job_10","{1008, 1010}"
12,Task-9,"Task-9, Job_5","{1010, 1014}"
12,Task-14,"Task-14, Job_1","{1014, 1098}"
12,Task-7_copy-1,"Task-7_copy-1, Job_11","{1100, 1103}"
12,Task-7_copy-2,"Task-7_copy-2, Job_11","{1103, 1106}"
12,Task-5,"Task-5, Job_11","{1106, 1108}"
12,Task-5_copy-1,"Task-5_copy-1, Job_11","{1108, 1110}"
12,Task-7_copy-1,"Task-7_copy-1, Job_12","{1200, 1203}"
12,Task-7_copy-2,"Task-7_copy-2, Job_12","{1203, 1206}"
12,Task-5,"Task-5, Job_12","{1206, 1208}"
12,Task-5_copy-1,"Task-5_copy-1, Job_12","{1208, 1210}"
12,Task-9,"Task-9, Job_6","{1210, 1214}"
12,Task-8_copy-1,"Task-8_copy-1, Job_3","{1214, 1227}"
12,Task-8_copy-2,"Task-8_copy-2, Job_3","{1227, 1240}"
12,Task-7_copy-1,"Task-7_copy-1, Job_13","{1300, 1303}"
12,Task-7_copy-2,"Task-7_copy-2, Job_13","{1303, 1306}"
12,Task-5,"Task-5, Job_13","{1306, 1308}"
12,Task-5_copy-1,"Task-5_copy-1, Job_13","{1308, 1310}"
12,Task-7_copy-1,"Task-7_copy-1, Job_14","{1400, 1403}"
12,Task-7_copy-2,"Task-7_copy-2, Job_14","{1403, 1406}"
12,Task-5,"Task-5, Job_14","{1406, 1408}"
12,Task-5_copy-1,"Task-5_copy-1, Job_14","{1408, 1410}"
12,Task-9,"Task-9, Job_7","{1410, 1414}"
12,Task-7_copy-1,"Task-7_copy-1, Job_15","{1500, 1503}"
12,Task-7_copy-2,"Task-7_copy-2, Job_15","{1503, 1506}"
12,Task-5,"Task-5, Job_15","{1506, 1508}"
12,Task-5_copy-1,"Task-5_copy-1, Job_15","{1508, 1510}"
12,Task-7_copy-1,"Task-7_copy-1, Job_16","{1600, 1603}"
12,Task-7_copy-2,"Task-7_copy-2, Job_16","{1603, 1606}"
12,Task-5,"Task-5, Job_16","{1606, 1608}"
12,Task-5_copy-1,"Task-5_copy-1, Job_16","{1608, 1610}"
12,Task-9,"Task-9, Job_8","{1610, 1614}"
12,Task-8_copy-1,"Task-8_copy-1, Job_4","{1614, 1627}"
12,Task-8_copy-2,"Task-8_copy-2, Job_4","{1627, 1640}"
12,Task-7_copy-1,"Task-7_copy-1, Job_17","{1700, 1703}"
12,Task-7_copy-2,"Task-7_copy-2, Job_17","{1703, 1706}"
12,Task-5,"Task-5, Job_17","{1706, 1708}"
12,Task-5_copy-1,"Task-5_copy-1, Job_17","{1708, 1710}"
12,Task-7_copy-1,"Task-7_copy-1, Job_18","{1800, 1803}"
12,Task-7_copy-2,"Task-7_copy-2, Job_18","{1803, 1806}"
12,Task-5,"Task-5, Job_18","{1806, 1808}"
12,Task-5_copy-1,"Task-5_copy-1, Job_18","{1808, 1810}"
12,Task-9,"Task-9, Job_9","{1810, 1814}"
12,Task-7_copy-1,"Task-7_copy-1, Job_19","{1900, 1903}"
12,Task-7_copy-2,"Task-7_copy-2, Job_19","{1903, 1906}"
12,Task-5,"Task-5, Job_19","{1906, 1908}"
12,Task-5_copy-1,"Task-5_copy-1, Job_19","{1908, 1910}"
13,Task-5_copy-2,"Task-5_copy-2, Job_0","{0, 2}"
13,Task-9_copy-1,"Task-9_copy-1, Job_0","{2, 6}"
13,Task-9_copy-2,"Task-9_copy-2, Job_0","{6, 10}"
13,Task-21,"Task-21, Job_0","{10, 23}"
13,Task-1,"Task-1, Job_0","{23, 37}"
13,Task-1_copy-1,"Task-1_copy-1, Job_0","{37, 51}"
13,Task-1_copy-2,"Task-1_copy-2, Job_0","{51, 65}"
13,Task-5_copy-2,"Task-5_copy-2, Job_1","{100, 102}"
13,Task-5_copy-2,"Task-5_copy-2, Job_2","{200, 202}"
13,Task-9_copy-1,"Task-9_copy-1, Job_1","{202, 206}"
13,Task-9_copy-2,"Task-9_copy-2, Job_1","{206, 210}"
13,Task-21,"Task-21, Job_1","{210, 223}"
13,Task-5_copy-2,"Task-5_copy-2, Job_3","{300, 302}"
13,Task-5_copy-2,"Task-5_copy-2, Job_4","{400, 402}"
13,Task-9_copy-1,"Task-9_copy-1, Job_2","{402, 406}"
13,Task-9_copy-2,"Task-9_copy-2, Job_2","{406, 410}"
13,Task-21,"Task-21, Job_2","{410, 423}"
13,Task-1,"Task-1, Job_1","{423, 437}"
13,Task-1_copy-1,"Task-1_copy-1, Job_1","{437, 451}"
13,Task-1_copy-2,"Task-1_copy-2, Job_1","{451, 465}"
13,Task-5_copy-2,"Task-5_copy-2, Job_5","{500, 502}"
13,Task-5_copy-2,"Task-5_copy-2, Job_6","{600, 602}"
13,Task-9_copy-1,"Task-9_copy-1, Job_3","{602, 606}"
13,Task-9_copy-2,"Task-9_copy-2, Job_3","{606, 610}"
13,Task-21,"Task-21, Job_3","{610, 623}"
13,Task-5_copy-2,"Task-5_copy-2, Job_7","{700, 702}"
13,Task-5_copy-2,"Task-5_copy-2, Job_8","{800, 802}"
13,Task-9_copy-1,"Task-9_copy-1, Job_4","{802, 806}"
13,Task-9_copy-2,"Task-9_copy-2, Job_4","{806, 810}"
13,Task-21,"Task-21, Job_4","{810, 823}"
13,Task-1,"Task-1, Job_2","{823, 837}"
13,Task-1_copy-1,"Task-1_copy-1, Job_2","{837, 851}"
13,Task-1_copy-2,"Task-1_copy-2, Job_2","{851, 865}"
13,Task-5_copy-2,"Task-5_copy-2, Job_9","{900, 902}"
13,Task-5_copy-2,"Task-5_copy-2, Job_10","{1000, 1002}"
13,Task-9_copy-1,"Task-9_copy-1, Job_5","{1002, 1006}"
13,Task-9_copy-2,"Task-9_copy-2, Job_5","{1006, 1010}"
13,Task-21,"Task-21, Job_5","{1010, 1023}"
13,Task-5_copy-2,"Task-5_copy-2, Job_11","{1100, 1102}"
13,Task-5_copy-2,"Task-5_copy-2, Job_12","{1200, 1202}"
13,Task-9_copy-1,"Task-9_copy-1, Job_6","{1202, 1206}"
13,Task-9_copy-2,"Task-9_copy-2, Job_6","{1206, 1210}"
13,Task-21,"Task-21, Job_6","{1210, 1223}"
13,Task-1,"Task-1, Job_3","{1223, 1237}"
13,Task-1_copy-1,"Task-1_copy-1, Job_3","{1237, 1251}"
13,Task-1_copy-2,"Task-1_copy-2, Job_3","{1251, 1265}"
13,Task-5_copy-2,"Task-5_copy-2, Job_13","{1300, 1302}"
13,Task-5_copy-2,"Task-5_copy-2, Job_14","{1400, 1402}"
13,Task-9_copy-1,"Task-9_copy-1, Job_7","{1402, 1406}"
13,Task-9_copy-2,"Task-9_copy-2, Job_7","{1406, 1410}"
13,Task-21,"Task-21, Job_7","{1410, 1423}"
13,Task-5_copy-2,"Task-5_copy-2, Job_15","{1500, 1502}"
13,Task-5_copy-2,"Task-5_copy-2, Job_16","{1600, 1602}"
13,Task-9_copy-1,"Task-9_copy-1, Job_8","{1602, 1606}"
13,Task-9_copy-2,"Task-9_copy-2, Job_8","{1606, 1610}"
13,Task-21,"Task-21, Job_8","{1610, 1623}"
13,Task-1,"Task-1, Job_4","{1623, 1637}"
13,Task-1_copy-1,"Task-1_copy-1, Job_4","{1637, 1651}"
