core,task,job,duration
10,Task-5,"Task-5, Job_3","{1251, 1258}"
10,Task-17,"Task-17, Job_3","{1258, 1333}"
10,Task-7,"Task-7, Job_4","{1600, 1651}"
10,Task-5,"Task-5, Job_4","{1651, 1658}"
10,Task-17,"Task-17, Job_4","{1658, 1733}"
11,Task-7_copy-1,"Task-7_copy-1, Job_0","{0, 51}"
11,Task-0_copy-2,"Task-0_copy-2, Job_0","{51, 77}"
11,Task-5_copy-1,"Task-5_copy-1, Job_0","{77, 84}"
11,Task-7_copy-1,"Task-7_copy-1, Job_1","{400, 451}"
11,Task-0_copy-2,"Task-0_copy-2, Job_1","{451, 477}"
11,Task-5_copy-1,"Task-5_copy-1, Job_1","{477, 484}"
11,Task-7_copy-1,"Task-7_copy-1, Job_2","{800, 851}"
11,Task-0_copy-2,"Task-0_copy-2, Job_2","{851, 877}"
11,Task-5_copy-1,"Task-5_copy-1, Job_2","{877, 884}"
11,Task-7_copy-1,"Task-7_copy-1, Job_3","{1200, 1251}"
11,Task-0_copy-2,"Task-0_copy-2, Job_3","{1251, 1277}"
11,Task-5_copy-1,"Task-5_copy-1, Job_3","{1277, 1284}"
11,Task-7_copy-1,"Task-7_copy-1, Job_4","{1600, 1651}"
11,Task-0_copy-2,"Task-0_copy-2, Job_4","{1651, 1677}"
11,Task-5_copy-1,"Task-5_copy-1, Job_4","{1677, 1684}"
12,Task-7_copy-2,"Task-7_copy-2, Job_0","{0, 51}"
12,Task-0_copy-1,"Task-0_copy-1, Job_0","{51, 77}"
12,Task-5_copy-2,"Task-5_copy-2, Job_0","{77, 84}"
12,Task-7_copy-2,"Task-7_copy-2, Job_1","{400, 451}"
12,Task-0_copy-1,"Task-0_copy-1, Job_1","{451, 477}"
12,Task-5_copy-2,"Task-5_copy-2, Job_1","{477, 484}"
12,Task-7_copy-2,"Task-7_copy-2, Job_2","{800, 851}"
12,Task-0_copy-1,"Task-0_copy-1, Job_2","{851, 877}"
12,Task-5_copy-2,"Task-5_copy-2, Job_2","{877, 884}"
12,Task-7_copy-2,"Task-7_copy-2, Job_3","{1200, 1251}"
12,Task-0_copy-1,"Task-0_copy-1, Job_3","{1251, 1277}"
12,Task-5_copy-2,"Task-5_copy-2, Job_3","{1277, 1284}"
12,Task-7_copy-2,"Task-7_copy-2, Job_4","{1600, 1651}"
12,Task-0_copy-1,"Task-0_copy-1, Job_4","{1651, 1677}"
12,Task-5_copy-2,"Task-5_copy-2, Job_4","{1677, 1684}"
13,Task-9_copy-2,"Task-9_copy-2, Job_0","{0, 8}"
13,Task-8_copy-1,"Task-8_copy-1, Job_0","{8, 10}"
13,Task-23,"Task-23, Job_0","{10, 60}"
13,Task-0,"Task-0, Job_0","{60, 86}"
13,Task-2,"Task-2, Job_0","{86, 92}"
13,Task-9_copy-2,"Task-9_copy-2, Job_1","{200, 208}"
13,Task-8_copy-1,"Task-8_copy-1, Job_1","{208, 210}"
13,Task-23,"Task-23, Job_1","{210, 260}"
13,Task-9_copy-2,"Task-9_copy-2, Job_2","{400, 408}"
13,Task-8_copy-1,"Task-8_copy-1, Job_2","{408, 410}"
13,Task-23,"Task-23, Job_2","{410, 460}"
13,Task-0,"Task-0, Job_1","{460, 486}"
13,Task-2,"Task-2, Job_1","{486, 492}"
13,Task-9_copy-2,"Task-9_copy-2, Job_3","{600, 608}"
13,Task-8_copy-1,"Task-8_copy-1, Job_3","{608, 610}"
13,Task-23,"Task-23, Job_3","{610, 660}"
13,Task-9_copy-2,"Task-9_copy-2, Job_4","{800, 808}"
13,Task-8_copy-1,"Task-8_copy-1, Job_4","{808, 810}"
13,Task-23,"Task-23, Job_4","{810, 860}"
13,Task-0,"Task-0, Job_2","{860, 886}"
13,Task-2,"Task-2, Job_2","{886, 892}"
13,Task-9_copy-2,"Task-9_copy-2, Job_5","{1000, 1008}"
13,Task-8_copy-1,"Task-8_copy-1, Job_5","{1008, 1010}"
13,Task-23,"Task-23, Job_5","{1010, 1060}"
13,Task-9_copy-2,"Task-9_copy-2, Job_6","{1200, 1208}"
13,Task-8_copy-1,"Task-8_copy-1, Job_6","{1208, 1210}"
13,Task-23,"Task-23, Job_6","{1210, 1260}"
13,Task-0,"Task-0, Job_3","{1260, 1286}"
13,Task-2,"Task-2, Job_3","{1286, 1292}"
13,Task-9_copy-2,"Task-9_copy-2, Job_7","{1400, 1408}"
13,Task-8_copy-1,"Task-8_copy-1, Job_7","{1408, 1410}"
13,Task-23,"Task-23, Job_7","{1410, 1460}"
13,Task-9_copy-2,"Task-9_copy-2, Job_8","{1600, 1608}"
13,Task-8_copy-1,"Task-8_copy-1, Job_8","{1608, 1610}"
13,Task-23,"Task-23, Job_8","{1610, 1660}"
13,Task-0,"Task-0, Job_4","{1660, 1686}"
13,Task-2,"Task-2, Job_4","{1686, 1692}"
13,Task-9_copy-2,"Task-9_copy-2, Job_9","{1800, 1808}"
13,Task-8_copy-1,"Task-8_copy-1, Job_9","{1808, 1810}"
13,Task-23,"Task-23, Job_9","{1810, 1860}"
14,Task-8,"Task-8, Job_0","{0, 2}"
14,Task-8_copy-2,"Task-8_copy-2, Job_0","{2, 4}"
14,Task-11,"Task-11, Job_0","{4, 38}"
14,Task-10,"Task-10, Job_0","{38, 54}"
14,Task-1_copy-2,"Task-1_copy-2, Job_0","{54, 137}"
14,Task-8,"Task-8, Job_1","{200, 202}"
14,Task-8_copy-2,"Task-8_copy-2, Job_1","{202, 204}"
14,Task-8,"Task-8, Job_2","{400, 402}"
14,Task-8_copy-2,"Task-8_copy-2, Job_2","{402, 404}"
14,Task-11,"Task-11, Job_1","{404, 438}"
14,Task-10,"Task-10, Job_1","{438, 454}"
14,Task-8,"Task-8, Job_3","{600, 602}"
14,Task-8_copy-2,"Task-8_copy-2, Job_3","{602, 604}"
14,Task-8,"Task-8, Job_4","{800, 802}"
14,Task-8_copy-2,"Task-8_copy-2, Job_4","{802, 804}"
14,Task-11,"Task-11, Job_2","{804, 838}"
14,Task-10,"Task-10, Job_2","{838, 854}"
14,Task-8,"Task-8, Job_5","{1000, 1002}"
14,Task-8_copy-2,"Task-8_copy-2, Job_5","{1002, 1004}"
14,Task-1_copy-2,"Task-1_copy-2, Job_1","{1004, 1087}"
14,Task-8,"Task-8, Job_6","{1200, 1202}"
14,Task-8_copy-2,"Task-8_copy-2, Job_6","{1202, 1204}"
14,Task-11,"Task-11, Job_3","{1204, 1238}"
14,Task-10,"Task-10, Job_3","{1238, 1254}"
14,Task-8,"Task-8, Job_7","{1400, 1402}"
14,Task-8_copy-2,"Task-8_copy-2, Job_7","{1402, 1404}"
14,Task-8,"Task-8, Job_8","{1600, 1602}"
14,Task-8_copy-2,"Task-8_copy-2, Job_8","{1602, 1604}"
14,Task-11,"Task-11, Job_4","{1604, 1638}"
14,Task-10,"Task-10, Job_4","{1638, 1654}"
14,Task-8,"Task-8, Job_9","{1800, 1802}"
14,Task-8_copy-2,"Task-8_copy-2, Job_9","{1802, 1804}"
15,Task-11_copy-1,"Task-11_copy-1, Job_0","{0, 34}"
15,Task-10_copy-1,"Task-10_copy-1, Job_0","{34, 50}"
15,Task-2_copy-2,"Task-2_copy-2, Job_0","{50, 56}"
15,Task-1_copy-1,"Task-1_copy-1, Job_0","{56, 139}"
15,Task-11_copy-1,"Task-11_copy-1, Job_1","{400, 434}"
15,Task-10_copy-1,"Task-10_copy-1, Job_1","{434, 450}"
15,Task-2_copy-2,"Task-2_copy-2, Job_1","{450, 456}"
15,Task-11_copy-1,"Task-11_copy-1, Job_2","{800, 834}"
15,Task-10_copy-1,"Task-10_copy-1, Job_2","{834, 850}"
15,Task-2_copy-2,"Task-2_copy-2, Job_2","{850, 856}"
15,Task-1_copy-1,"Task-1_copy-1, Job_1","{1000, 1083}"
15,Task-11_copy-1,"Task-11_copy-1, Job_3","{1200, 1234}"
15,Task-10_copy-1,"Task-10_copy-1, Job_3","{1234, 1250}"
15,Task-2_copy-2,"Task-2_copy-2, Job_3","{1250, 1256}"
15,Task-11_copy-1,"Task-11_copy-1, Job_4","{1600, 1634}"
15,Task-10_copy-1,"Task-10_copy-1, Job_4","{1634, 1650}"
15,Task-2_copy-2,"Task-2_copy-2, Job_4","{1650, 1656}"
16,Task-11_copy-2,"Task-11_copy-2, Job_0","{0, 34}"
16,Task-10_copy-2,"Task-10_copy-2, Job_0","{34, 50}"
16,Task-2_copy-1,"Task-2_copy-1, Job_0","{50, 56}"
16,Task-1,"Task-1, Job_0","{56, 139}"
16,Task-11_copy-2,"Task-11_copy-2, Job_1","{400, 434}"
16,Task-10_copy-2,"Task-10_copy-2, Job_1","{434, 450}"
16,Task-2_copy-1,"Task-2_copy-1, Job_1","{450, 456}"
16,Task-11_copy-2,"Task-11_copy-2, Job_2","{800, 834}"
16,Task-10_copy-2,"Task-10_copy-2, Job_2","{834, 850}"
16,Task-2_copy-1,"Task-2_copy-1, Job_2","{850, 856}"
16,Task-1,"Task-1, Job_1","{1000, 1083}"
16,Task-11_copy-2,"Task-11_copy-2, Job_3","{1200, 1234}"
16,Task-10_copy-2,"Task-10_copy-2, Job_3","{1234, 1250}"
16,Task-2_copy-1,"Task-2_copy-1, Job_3","{1250, 1256}"
16,Task-11_copy-2,"Task-11_copy-2, Job_4","{1600, 1634}"
16,Task-10_copy-2,"Task-10_copy-2, Job_4","{1634, 1650}"
16,Task-2_copy-1,"Task-2_copy-1, Job_4","{1650, 1656}"
