task,utilization,period,criticality,assigned core,core utilization
Task-14_copy-1,0.03995560864480415,400,high,5,0.4303052449202985
Task-14_copy-2,0.03995560864480415,400,high,5,0.4702608535651026
Task-2,0.03839544857193052,10,high,4,0.03839544857193052
Task-2_copy-1,0.03839544857193052,10,high,4,0.07679089714386104
Task-2_copy-2,0.03839544857193052,10,high,4,0.11518634571579156
Task-96,0.038245743006588284,400,low,4,0.15343208872237984
Task-81,0.036715069730503425,25,low,4,0.19014715845288327
Task-25,0.036011308344098936,20,high,4,0.2261584667969822
Task-25_copy-1,0.036011308344098936,20,high,4,0.26216977514108114
Task-25_copy-2,0.036011308344098936,20,high,4,0.2981810834851801
Task-72,0.035451670332395935,10,low,4,0.333632753817576
Task-44,0.0352750100077032,200,high,4,0.36890776382527923
Task-44_copy-1,0.0352750100077032,200,high,4,0.40418277383298246
Task-44_copy-2,0.0352750100077032,200,high,4,0.4394577838406857
Task-86,0.03436668158310896,500,low,4,0.47382446542379464
Task-29,0.031767971670984885,25,high,7,0.4998454762811966
Task-29_copy-1,0.031767971670984885,25,high,3,0.031767971670984885
Task-29_copy-2,0.031767971670984885,25,high,3,0.06353594334196977
Task-92,0.029784237530147584,500,low,12,0.4987888743009663
Task-84,0.029432840173101216,20,low,5,0.4996936937382038
Task-67,0.028901164232890686,1000,low,3,0.09243710757486046
Task-26,0.0279299991445973,100,high,3,0.12036710671945776
Task-26_copy-1,0.0279299991445973,100,high,3,0.14829710586405506
Task-26_copy-2,0.0279299991445973,100,high,3,0.17622710500865235
Task-37,0.027007953345923614,100,high,3,0.20323505835457598
Task-37_copy-1,0.027007953345923614,100,high,3,0.2302430117004996
Task-37_copy-2,0.027007953345923614,100,high,3,0.2572509650464232
Task-66,0.02601474378532531,25,low,4,0.49983920920911995
Task-40,0.025658209645272656,400,high,10,0.4997173524526439
Task-40_copy-1,0.025658209645272656,400,high,3,0.28290917469169585
Task-40_copy-2,0.025658209645272656,400,high,3,0.3085673843369685
Task-1,0.02516070488237639,200,high,3,0.3337280892193449
Task-1_copy-1,0.02516070488237639,200,high,3,0.35888879410172125
Task-1_copy-2,0.02516070488237639,200,high,3,0.3840494989840976
Task-9,0.024863184897142492,200,high,3,0.40891268388124014
Task-9_copy-1,0.024863184897142492,200,high,3,0.43377586877838265
Task-9_copy-2,0.024863184897142492,200,high,3,0.45863905367552515
Task-28,0.022069307930638733,1000,high,3,0.48070836160616387
Task-28_copy-1,0.022069307930638733,1000,high,2,0.022069307930638733
Task-28_copy-2,0.022069307930638733,1000,high,2,0.044138615861277465
Task-61,0.021230182041741763,100,low,6,0.4995663952390916
Task-47,0.019604877523253943,50,high,2,0.0637434933845314
Task-47_copy-1,0.019604877523253943,50,high,2,0.08334837090778535
Task-47_copy-2,0.019604877523253943,50,high,2,0.1029532484310393
Task-15,0.019543660374001643,1000,high,2,0.12249690880504094
Task-15_copy-1,0.019543660374001643,1000,high,2,0.1420405691790426
Task-15_copy-2,0.019543660374001643,1000,high,2,0.16158422955304425
Task-48,0.018955843232119147,10,high,3,0.499664204838283
Task-48_copy-1,0.018955843232119147,10,high,2,0.1805400727851634
Task-48_copy-2,0.018955843232119147,10,high,2,0.19949591601728256
Task-22,0.018104758594076564,500,high,2,0.21760067461135912
Task-22_copy-1,0.018104758594076564,500,high,2,0.2357054332054357
Task-22_copy-2,0.018104758594076564,500,high,2,0.25381019179951225
Task-18,0.01768475967367274,200,high,2,0.271494951473185
Task-18_copy-1,0.01768475967367274,200,high,2,0.2891797111468577
Task-18_copy-2,0.01768475967367274,200,high,2,0.3068644708205304
Task-34,0.01700550501225262,25,high,2,0.32386997583278304
Task-34_copy-1,0.01700550501225262,25,high,2,0.34087548084503566
Task-34_copy-2,0.01700550501225262,25,high,2,0.3578809858572883
Task-20,0.01621377372921895,100,high,2,0.37409475958650723
Task-20_copy-1,0.01621377372921895,100,high,2,0.3903085333157262
Task-20_copy-2,0.01621377372921895,100,high,2,0.40652230704494513
Task-7,0.016107885264084725,1000,high,2,0.4226301923090299
Task-7_copy-1,0.016107885264084725,1000,high,2,0.4387380775731146
Task-7_copy-2,0.016107885264084725,1000,high,2,0.45484596283719936
Task-3,0.015674481888048614,500,high,2,0.47052044472524795
Task-3_copy-1,0.015674481888048614,500,high,2,0.48619492661329655
Task-3_copy-2,0.015674481888048614,500,high,1,0.015674481888048614
Task-11,0.015432636818867826,200,high,1,0.031107118706916438
Task-11_copy-1,0.015432636818867826,200,high,1,0.046539755525784265
Task-11_copy-2,0.015432636818867826,200,high,1,0.06197239234465209
Task-39,0.014650557183148708,25,high,1,0.0766229495278008
Task-39_copy-1,0.014650557183148708,25,high,1,0.09127350671094951
Task-39_copy-2,0.014650557183148708,25,high,1,0.10592406389409822
Task-6,0.014367189158123553,20,high,1,0.12029125305222178
Task-6_copy-1,0.014367189158123553,20,high,1,0.13465844221034534
Task-6_copy-2,0.014367189158123553,20,high,1,0.14902563136846889
Task-64,0.013515255475061938,20,low,2,0.4997101820883585
Task-24,0.012938462943176651,20,high,1,0.16196409431164555
Task-24_copy-1,0.012938462943176651,20,high,1,0.1749025572548222
Task-24_copy-2,0.012938462943176651,20,high,1,0.18784102019799886
Task-16,0.012839888172920885,200,high,1,0.20068090837091976
Task-16_copy-1,0.012839888172920885,200,high,1,0.21352079654384065
Task-16_copy-2,0.012839888172920885,200,high,1,0.22636068471676155
Task-77,0.011580446130524003,200,low,1,0.23794113084728555
Task-49,0.010873241200182035,500,high,1,0.2488143720474676
Task-49_copy-1,0.010873241200182035,500,high,1,0.2596876132476496
Task-49_copy-2,0.010873241200182035,500,high,1,0.2705608544478316
Task-0,0.010789710127322808,200,high,1,0.28135056457515445
Task-0_copy-1,0.010789710127322808,200,high,1,0.2921402747024773
Task-0_copy-2,0.010789710127322808,200,high,1,0.3029299848298001
Task-46,0.00909157067786559,1000,high,1,0.3120215555076657
Task-46_copy-1,0.00909157067786559,1000,high,1,0.3211131261855313
Task-46_copy-2,0.00909157067786559,1000,high,1,0.3302046968633969
Task-17,0.008734610846680368,20,high,1,0.33893930771007724
Task-17_copy-1,0.008734610846680368,20,high,1,0.3476739185567576
Task-17_copy-2,0.008734610846680368,20,high,1,0.356408529403438
Task-32,0.00839843249530888,200,high,1,0.36480696189874684
Task-32_copy-1,0.00839843249530888,200,high,1,0.3732053943940557
Task-32_copy-2,0.00839843249530888,200,high,1,0.38160382688936456
Task-4,0.007027322272677179,50,high,15,0.49926903350308977
Task-4_copy-1,0.007027322272677179,50,high,14,0.4989031025055611
Task-4_copy-2,0.007027322272677179,50,high,1,0.3886311491620417
Task-5,0.006683970934305468,400,high,1,0.3953151200963472
Task-5_copy-1,0.006683970934305468,400,high,1,0.4019990910306526
Task-5_copy-2,0.006683970934305468,400,high,1,0.40868306196495807
Task-42,0.006395664494885267,10,high,1,0.41507872645984334
Task-42_copy-1,0.006395664494885267,10,high,1,0.4214743909547286
Task-42_copy-2,0.006395664494885267,10,high,1,0.4278700554496139
Task-31,0.006251012957597742,1000,high,1,0.4341210684072116
Task-31_copy-1,0.006251012957597742,1000,high,1,0.4403720813648093
Task-31_copy-2,0.006251012957597742,1000,high,1,0.44662309432240704
Task-36,0.00508646271973312,200,high,1,0.45170955704214016
Task-36_copy-1,0.00508646271973312,200,high,1,0.4567960197618733
Task-36_copy-2,0.00508646271973312,200,high,1,0.4618824824816064
Task-38,0.004869213766471425,100,high,1,0.46675169624807783
Task-38_copy-1,0.004869213766471425,100,high,1,0.47162091001454925
Task-38_copy-2,0.004869213766471425,100,high,1,0.4764901237810207
Task-71,0.00477776730680457,1000,low,1,0.48126789108782525
Task-41,0.0036518751474246733,10,high,13,0.49999024974252243
Task-41_copy-1,0.0036518751474246733,10,high,11,0.4994352700970482
Task-41_copy-2,0.0036518751474246733,10,high,1,0.4849197662352499
Task-74,0.0033746177269398103,25,low,1,0.4882943839621897
Task-45,0.003250145811771965,500,high,1,0.4915445297739617
Task-45_copy-1,0.003250145811771965,500,high,1,0.49479467558573365
Task-45_copy-2,0.003250145811771965,500,high,1,0.4980448213975056
Task-30,0.0014742866967584571,200,high,1,0.4995191080942641
Task-30_copy-1,0.0014742866967584571,200,high,16,0.5004261079913445
Task-30_copy-2,0.0014742866967584571,200,high,16,0.5019003946881029
Task-12,0.000982486759556404,20,high,14,0.4998855892651175
Task-12_copy-1,0.000982486759556404,20,high,12,0.4997713610605227
Task-12_copy-2,0.000982486759556404,20,high,9,0.499945830947279
Task-10,0.0005562835345953587,100,high,15,0.4998253170376851
Task-10_copy-1,0.0005562835345953587,100,high,11,0.49999155363164355
Task-10_copy-2,0.0005562835345953587,100,high,8,0.49989804131633087
Task-23,0.00041201345654477234,100,high,6,0.49997840869563637
Task-23_copy-1,0.00041201345654477234,100,high,1,0.4999311215508089
Task-23_copy-2,0.00041201345654477234,100,high,16,0.5023124081446476
