task,utilization,period,criticality,assigned core,core utilization
Task-43,0.038026680018532044,400,high,4,0.7110359740334918
Task-43_copy-1,0.038026680018532044,400,high,4,0.7490626540520239
Task-43_copy-2,0.038026680018532044,400,high,3,0.038026680018532044
Task-97,0.03767834655156672,25,low,3,0.07570502657009875
Task-29,0.03713220479565926,100,high,3,0.11283723136575802
Task-29_copy-1,0.03713220479565926,100,high,3,0.14996943616141728
Task-29_copy-2,0.03713220479565926,100,high,3,0.18710164095707654
Task-96,0.037013614598622305,200,low,3,0.22411525555569883
Task-14,0.03638625778219259,20,high,3,0.2605015133378914
Task-14_copy-1,0.03638625778219259,20,high,3,0.29688777112008397
Task-14_copy-2,0.03638625778219259,20,high,3,0.33327402890227653
Task-44,0.03548695460017992,25,high,3,0.36876098350245645
Task-44_copy-1,0.03548695460017992,25,high,3,0.4042479381026364
Task-44_copy-2,0.03548695460017992,25,high,3,0.4397348927028163
Task-79,0.03469284586319765,25,low,3,0.47442773856601395
Task-24,0.03446200612654504,100,high,3,0.508889744692559
Task-24_copy-1,0.03446200612654504,100,high,3,0.543351750819104
Task-24_copy-2,0.03446200612654504,100,high,3,0.5778137569456491
Task-78,0.03364598674327812,500,low,3,0.6114597436889272
Task-11,0.03187832694826298,500,high,5,0.7489457797811027
Task-11_copy-1,0.03187832694826298,500,high,3,0.6433380706371902
Task-11_copy-2,0.03187832694826298,500,high,3,0.6752163975854532
Task-82,0.030743739803238745,50,low,3,0.7059601373886919
Task-18,0.030084547180385002,50,high,3,0.7360446845690769
Task-18_copy-1,0.030084547180385002,50,high,2,0.030084547180385002
Task-18_copy-2,0.030084547180385002,50,high,2,0.060169094360770004
Task-98,0.029486253018654235,10,low,2,0.08965534737942424
Task-20,0.029056893241630632,1000,high,2,0.11871224062105487
Task-20_copy-1,0.029056893241630632,1000,high,2,0.1477691338626855
Task-20_copy-2,0.029056893241630632,1000,high,2,0.17682602710431614
Task-52,0.02750561419553854,50,low,2,0.20433164129985468
Task-25,0.026736053122973818,50,high,2,0.23106769442282848
Task-25_copy-1,0.026736053122973818,50,high,2,0.2578037475458023
Task-25_copy-2,0.026736053122973818,50,high,2,0.28453980066877615
Task-40,0.02458320294605502,400,high,2,0.3091230036148312
Task-40_copy-1,0.02458320294605502,400,high,2,0.33370620656088623
Task-40_copy-2,0.02458320294605502,400,high,2,0.35828940950694127
Task-39,0.023616158435307028,200,high,2,0.3819055679422483
Task-39_copy-1,0.023616158435307028,200,high,2,0.4055217263775553
Task-39_copy-2,0.023616158435307028,200,high,2,0.4291378848128623
Task-19,0.02349554118202442,20,high,2,0.4526334259948867
Task-19_copy-1,0.02349554118202442,20,high,2,0.4761289671769111
Task-19_copy-2,0.02349554118202442,20,high,2,0.4996245083589355
Task-2,0.02336984597756923,500,high,2,0.5229943543365048
Task-2_copy-1,0.02336984597756923,500,high,2,0.546364200314074
Task-2_copy-2,0.02336984597756923,500,high,2,0.5697340462916431
Task-12,0.023305483293558638,500,high,2,0.5930395295852018
Task-12_copy-1,0.023305483293558638,500,high,2,0.6163450128787604
Task-12_copy-2,0.023305483293558638,500,high,2,0.6396504961723191
Task-66,0.01914386809212587,25,low,2,0.6587943642644449
Task-89,0.01913212487716398,20,low,2,0.6779264891416089
Task-61,0.018231188191942582,100,low,2,0.6961576773335515
Task-63,0.017385217167055877,200,low,2,0.7135428945006074
Task-99,0.017119577194355785,50,low,2,0.7306624716949631
Task-45,0.016021354053599907,25,high,2,0.7466838257485631
Task-45_copy-1,0.016021354053599907,25,high,1,0.016021354053599907
Task-45_copy-2,0.016021354053599907,25,high,1,0.032042708107199815
Task-38,0.01542633539613251,20,high,1,0.04746904350333232
Task-38_copy-1,0.01542633539613251,20,high,1,0.06289537889946484
Task-38_copy-2,0.01542633539613251,20,high,1,0.07832171429559735
Task-80,0.015101041269216742,500,low,1,0.0934227555648141
Task-3,0.015025203127807233,25,high,1,0.10844795869262133
Task-3_copy-1,0.015025203127807233,25,high,1,0.12347316182042857
Task-3_copy-2,0.015025203127807233,25,high,1,0.1384983649482358
Task-0,0.01477729067788817,10,high,1,0.15327565562612397
Task-0_copy-1,0.01477729067788817,10,high,1,0.16805294630401213
Task-0_copy-2,0.01477729067788817,10,high,1,0.1828302369819003
Task-88,0.01448892332068552,100,low,1,0.1973191603025858
Task-17,0.01404674989459013,100,high,1,0.21136591019717593
Task-17_copy-1,0.01404674989459013,100,high,1,0.22541266009176605
Task-17_copy-2,0.01404674989459013,100,high,1,0.23945940998635618
Task-54,0.013873717546278197,100,low,7,0.74987938813182
Task-10,0.013333440694069942,50,high,3,0.7493781252631468
Task-10_copy-1,0.013333440694069942,50,high,1,0.2527928506804261
Task-10_copy-2,0.013333440694069942,50,high,1,0.26612629137449606
Task-35,0.013248384462003196,100,high,1,0.2793746758364993
Task-35_copy-1,0.013248384462003196,100,high,1,0.2926230602985025
Task-35_copy-2,0.013248384462003196,100,high,1,0.3058714447605057
Task-31,0.013027909543711877,500,high,6,0.7499210784599567
Task-31_copy-1,0.013027909543711877,500,high,1,0.31889935430421756
Task-31_copy-2,0.013027909543711877,500,high,1,0.3319272638479294
Task-47,0.013012932052923679,20,high,1,0.3449401959008531
Task-47_copy-1,0.013012932052923679,20,high,1,0.3579531279537768
Task-47_copy-2,0.013012932052923679,20,high,1,0.3709660600067005
Task-13,0.012482939368396137,20,high,1,0.38344899937509663
Task-13_copy-1,0.012482939368396137,20,high,1,0.39593193874349275
Task-13_copy-2,0.012482939368396137,20,high,1,0.40841487811188887
Task-8,0.01245657066304536,50,high,1,0.4208714487749342
Task-8_copy-1,0.01245657066304536,50,high,1,0.43332801943797955
Task-8_copy-2,0.01245657066304536,50,high,1,0.4457845901010249
Task-27,0.012015463799577,25,high,1,0.4578000539006019
Task-27_copy-1,0.012015463799577,25,high,1,0.46981551770017893
Task-27_copy-2,0.012015463799577,25,high,1,0.48183098149975595
Task-55,0.011001758882879908,1000,low,1,0.49283274038263586
Task-7,0.010727527495962027,10,high,1,0.5035602678785979
Task-7_copy-1,0.010727527495962027,10,high,1,0.5142877953745599
Task-7_copy-2,0.010727527495962027,10,high,1,0.525015322870522
Task-84,0.008373588497645579,50,low,1,0.5333889113681676
Task-5,0.008230753541014066,1000,high,1,0.5416196649091817
Task-5_copy-1,0.008230753541014066,1000,high,1,0.5498504184501958
Task-5_copy-2,0.008230753541014066,1000,high,1,0.5580811719912099
Task-36,0.007277171266961406,1000,high,1,0.5653583432581712
Task-36_copy-1,0.007277171266961406,1000,high,1,0.5726355145251326
Task-36_copy-2,0.007277171266961406,1000,high,1,0.579912685792094
Task-33,0.006884629527753224,10,high,1,0.5867973153198472
Task-33_copy-1,0.006884629527753224,10,high,1,0.5936819448476005
Task-33_copy-2,0.006884629527753224,10,high,1,0.6005665743753538
Task-26,0.006494683285467022,10,high,1,0.6070612576608208
Task-26_copy-1,0.006494683285467022,10,high,1,0.6135559409462877
Task-26_copy-2,0.006494683285467022,10,high,1,0.6200506242317547
Task-32,0.006397816723281657,10,high,1,0.6264484409550364
Task-32_copy-1,0.006397816723281657,10,high,1,0.632846257678318
Task-32_copy-2,0.006397816723281657,10,high,1,0.6392440744015997
Task-37,0.0058463132849861195,50,high,1,0.6450903876865858
Task-37_copy-1,0.0058463132849861195,50,high,1,0.6509367009715719
Task-37_copy-2,0.0058463132849861195,50,high,1,0.6567830142565579
Task-48,0.005433653499559228,500,high,1,0.6622166677561172
Task-48_copy-1,0.005433653499559228,500,high,1,0.6676503212556765
Task-48_copy-2,0.005433653499559228,500,high,1,0.6730839747552357
Task-9,0.004584394591152119,400,high,1,0.6776683693463879
Task-9_copy-1,0.004584394591152119,400,high,1,0.68225276393754
Task-9_copy-2,0.004584394591152119,400,high,1,0.6868371585286921
Task-41,0.004045750815189801,10,high,1,0.6908829093438819
Task-41_copy-1,0.004045750815189801,10,high,1,0.6949286601590716
Task-41_copy-2,0.004045750815189801,10,high,1,0.6989744109742614
Task-83,0.003691668601553011,25,low,1,0.7026660795758144
Task-46,0.003456204259493519,20,high,1,0.706122283835308
Task-46_copy-1,0.003456204259493519,20,high,1,0.7095784880948015
Task-46_copy-2,0.003456204259493519,20,high,1,0.7130346923542951
Task-23,0.0032236024486561967,20,high,2,0.7499074281972192
Task-23_copy-1,0.0032236024486561967,20,high,1,0.7162582948029512
Task-23_copy-2,0.0032236024486561967,20,high,1,0.7194818972516074
Task-34,0.002460389019074564,500,high,8,0.7493842457847948
Task-34_copy-1,0.002460389019074564,500,high,1,0.7219422862706819
Task-34_copy-2,0.002460389019074564,500,high,1,0.7244026752897564
Task-28,0.0022961601763960005,500,high,1,0.7266988354661524
Task-28_copy-1,0.0022961601763960005,500,high,1,0.7289949956425484
Task-28_copy-2,0.0022961601763960005,500,high,1,0.7312911558189444
Task-22,0.0017740288763959573,25,high,1,0.7330651846953404
Task-22_copy-1,0.0017740288763959573,25,high,1,0.7348392135717364
Task-22_copy-2,0.0017740288763959573,25,high,1,0.7366132424481324
Task-15,0.0016875768246122174,400,high,1,0.7383008192727446
Task-15_copy-1,0.0016875768246122174,400,high,1,0.7399883960973568
Task-15_copy-2,0.0016875768246122174,400,high,1,0.741675972921969
Task-6,0.001559452983578365,25,high,1,0.7432354259055474
Task-6_copy-1,0.001559452983578365,25,high,1,0.7447948788891258
Task-6_copy-2,0.001559452983578365,25,high,1,0.7463543318727042
Task-1,0.001220998443531407,400,high,1,0.7475753303162356
Task-1_copy-1,0.001220998443531407,400,high,1,0.748796328759767
Task-1_copy-2,0.001220998443531407,400,high,8,0.7506052442283262
Task-42,0.0007934025484170881,500,high,5,0.7497391823295197
Task-42_copy-1,0.0007934025484170881,500,high,4,0.749856056600441
Task-42_copy-2,0.0007934025484170881,500,high,1,0.7495897313081841
Task-71,0.0007705492828908866,200,low,8,0.7513757935112171
Task-16,0.0001177387328317181,100,high,7,0.7499971268646517
Task-16_copy-1,0.0001177387328317181,100,high,5,0.7498569210623515
Task-16_copy-2,0.0001177387328317181,100,high,5,0.7499746597951832
