task,utilization,period,criticality,assigned core,core utilization
Task-14_copy-2,0.007634082881141128,10,high,1,0.21561865349579232
Task-23,0.0075565265532464565,200,high,1,0.22317518004903877
Task-23_copy-1,0.0075565265532464565,200,high,1,0.23073170660228523
Task-23_copy-2,0.0075565265532464565,200,high,1,0.2382882331555317
Task-31,0.007387241553617437,20,high,1,0.24567547470914913
Task-31_copy-1,0.007387241553617437,20,high,1,0.25306271626276655
Task-31_copy-2,0.007387241553617437,20,high,1,0.26044995781638397
Task-95,0.006958256666708407,500,low,1,0.2674082144830924
Task-86,0.006902987762477331,1000,low,8,0.499975473280885
Task-19,0.0065081503520680135,20,high,1,0.2739163648351604
Task-19_copy-1,0.0065081503520680135,20,high,1,0.28042451518722844
Task-19_copy-2,0.0065081503520680135,20,high,1,0.28693266553929647
Task-42,0.006279480759941632,100,high,2,0.499951208442535
Task-42_copy-1,0.006279480759941632,100,high,1,0.2932121462992381
Task-42_copy-2,0.006279480759941632,100,high,1,0.2994916270591797
Task-5,0.0060089028869771965,100,high,1,0.3055005299461569
Task-5_copy-1,0.0060089028869771965,100,high,1,0.3115094328331341
Task-5_copy-2,0.0060089028869771965,100,high,1,0.3175183357201113
Task-4,0.005991094781269357,500,high,1,0.32350943050138065
Task-4_copy-1,0.005991094781269357,500,high,1,0.32950052528265
Task-4_copy-2,0.005991094781269357,500,high,1,0.33549162006391936
Task-37,0.005788468921026209,400,high,1,0.34128008898494555
Task-37_copy-1,0.005788468921026209,400,high,1,0.34706855790597174
Task-37_copy-2,0.005788468921026209,400,high,1,0.35285702682699793
Task-27,0.005323979930210054,50,high,1,0.358181006757208
Task-27_copy-1,0.005323979930210054,50,high,1,0.36350498668741804
Task-27_copy-2,0.005323979930210054,50,high,1,0.3688289666176281
Task-12,0.00512140589331489,100,high,1,0.373950372510943
Task-12_copy-1,0.00512140589331489,100,high,1,0.3790717784042579
Task-12_copy-2,0.00512140589331489,100,high,1,0.38419318429757277
Task-22,0.0048979108392555775,500,high,1,0.3890910951368283
Task-22_copy-1,0.0048979108392555775,500,high,1,0.3939890059760839
Task-22_copy-2,0.0048979108392555775,500,high,1,0.39888691681533944
Task-97,0.003992132400736037,500,low,1,0.4028790492160755
Task-45,0.003841802509314688,200,high,4,0.49988099564240174
Task-45_copy-1,0.003841802509314688,200,high,1,0.4067208517253902
Task-45_copy-2,0.003841802509314688,200,high,1,0.4105626542347049
Task-9,0.0038366357519776053,25,high,1,0.4143992899866825
Task-9_copy-1,0.0038366357519776053,25,high,1,0.41823592573866014
Task-9_copy-2,0.0038366357519776053,25,high,1,0.42207256149063777
Task-94,0.0035584585204690433,500,low,1,0.4256310200111068
Task-18,0.003476769208787219,100,high,1,0.429107789219894
Task-18_copy-1,0.003476769208787219,100,high,1,0.4325845584286812
Task-18_copy-2,0.003476769208787219,100,high,1,0.4360613276374684
Task-44,0.002940220802906198,25,high,1,0.4390015484403746
Task-44_copy-1,0.002940220802906198,25,high,1,0.44194176924328077
Task-44_copy-2,0.002940220802906198,25,high,1,0.44488199004618695
Task-88,0.0028194427713202352,100,low,1,0.4477014328175072
Task-32,0.002603568591142006,400,high,1,0.4503050014086492
Task-32_copy-1,0.002603568591142006,400,high,1,0.45290856999979123
Task-32_copy-2,0.002603568591142006,400,high,1,0.45551213859093326
Task-24,0.0025953332889957124,200,high,1,0.45810747187992895
Task-24_copy-1,0.0025953332889957124,200,high,1,0.46070280516892465
Task-24_copy-2,0.0025953332889957124,200,high,1,0.46329813845792034
Task-0,0.002541453705903418,1000,high,1,0.46583959216382376
Task-0_copy-1,0.002541453705903418,1000,high,1,0.4683810458697272
Task-0_copy-2,0.002541453705903418,1000,high,1,0.4709224995756306
Task-34,0.002533892804813309,1000,high,1,0.4734563923804439
Task-34_copy-1,0.002533892804813309,1000,high,1,0.4759902851852572
Task-34_copy-2,0.002533892804813309,1000,high,1,0.4785241779900705
Task-35,0.0022246360153341804,50,high,1,0.4807488140054047
Task-35_copy-1,0.0022246360153341804,50,high,1,0.4829734500207389
Task-35_copy-2,0.0022246360153341804,50,high,1,0.48519808603607306
Task-78,0.0021952830756503117,50,low,1,0.4873933691117234
Task-46,0.0021726971105597848,400,high,1,0.48956606622228316
Task-46_copy-1,0.0021726971105597848,400,high,1,0.49173876333284294
Task-46_copy-2,0.0021726971105597848,400,high,1,0.49391146044340273
Task-15,0.0013751602944288936,1000,high,1,0.49528662073783164
Task-15_copy-1,0.0013751602944288936,1000,high,1,0.49666178103226055
Task-15_copy-2,0.0013751602944288936,1000,high,1,0.49803694132668946
Task-70,0.000999745348629899,25,low,3,0.49983121585364293
Task-39,0.0008666194543458516,25,high,1,0.4989035607810353
Task-39_copy-1,0.0008666194543458516,25,high,1,0.49977018023538117
Task-39_copy-2,0.0008666194543458516,25,high,8,0.5008420927352308
Task-40,0.00042182123273152666,100,high,7,0.49989051457810524
Task-40_copy-1,0.00042182123273152666,100,high,5,0.49978292507891253
Task-40_copy-2,0.00042182123273152666,100,high,8,0.5012639139679623
Task-29,4.865301685086365e-06,500,high,7,0.4998953798797903
Task-29_copy-1,4.865301685086365e-06,500,high,7,0.4999002451814754
Task-29_copy-2,4.865301685086365e-06,500,high,7,0.4999051104831605
